ETBL_ID,ETBL_NOM_FR,ETBL_NOM_EN,ETBL_DESC_FR,ETBL_DESC_EN,ETBL_RESERVABLE
429289,Casino de Montréal,Casino de Montréal,"Vivez le divertissement comme nulle part ailleurs! Bijou d¿architecture urbaine, le Casino de Montréal a tout pour plaire: des spectacles gratuits, 5 restaurants, 4 bars, un cabaret offrant soupers-spectacles et une grande sélection de jeux.","An entertainment experience like no other! An urban architectural jewel, the Casino de Montréal has what it<br />takes to please: free shows, 5 restaurants, 4 bars, a cabaret offering dinner shows, a wide variety of games and much more!",0
429298,Festival International de Jazz de Montréal,Festival International de Jazz de Montréal,"Les amateurs de toutes les musiques se donnent rendez-vous au plus important festival de jazz de la planète. Au total, 800 concerts - dont les deux tiers sont gratuits -, 600 activités et 2,5 millions de visiteurs par année sur le site accessible de midi à minuit!",Music lovers will have been attending the largest jazz festival on the planet. A total of 800 concerts-two thirds of them free-600 activities and 2.5 million visitors every year on a site that is open noon to midnight!,0
429479,Fête des neiges de Montréal,Fête des neiges de Montréal,"La Fête des neiges de Montréal... plus que de la neige! La Fête des neiges, c'est le grand festival hivernal de Montréal où les familles sont invitées à jouer dehors et à profiter d'une multitude d'activités pour tous les goûts, dans le décor féerique du parc Jean-Drapeau.","Montréal's ""snow festival"" is much more than snow! Don't miss this fabulous winter celebration where families are invited to play outdoors and enjoy an array of activities with something for everyone, in the magical setting of Parc Jean-Drapeau.",0
429487,Francos de Montréal,Francos de Montréal,"Depuis 1989, Les FrancoFolies de Montréal vous invitent à découvrir la crème de la musique francophone et du monde. Près de 70 spectacles en salle et 180 concerts extérieurs gratuits témoignent en toute réjouissance de la qualité, de la diversité et de la vitalité d'une programmation riche en musique.","Since 1989, Les FrancoFolies de Montréal has invited you to discover the top acts in Francophone and world music. Nearly 70 indoor shows and 180 free outdoor concerts attest to the effervescent quality, diversity and energy of a music-rich, fun-filled program!",0
429705,Croisières CTMA,CTMA Cruises,"Croisières CTMA est la seule compagnie à proposer un voyage d¿une semaine sur le fleuve Saint-Laurent à destination des Îles-de-la-Madeleine, incluant un séjour de trois jours dans l¿archipel. Il s¿agit d¿une expérience incomparable qui permet de découvrir les côtes du Québec et toutes les richesses du Saint-Laurent.",CTMA Cruises has offered the one and only cruise on the St. Lawrence River to the Îles-de-la-Madeleine including a 3-day stay on the archipelago. This incomparable Madelinot experience also makes it possible to discover the magnificent Québec shoreline and all the riches of the St. Lawrence River.,0
429885,Carnaval de Québec en collaboration avec Loto-Québec,Québec Winter Carnival in collaboration with Loto-Québec,"Depuis 1955, le plus grand carnaval d¿hiver au monde célèbre les joies de l¿hiver. Venez saluer Bonhomme Carnaval et prenez part à cette grande fête hivernale : palais de glace, défilés de nuit, course en canot à glace, sculpture sur neige, bain de neige, sports et jeux carnavalesques, etc.","Since 1955, the largest winter carnival in the world has been celebrating the joys of the season. Experience the thrills by taking part in a variety of winter activities: Ice palace, night parades, canoe race, snow sculptures, snow bath, winter games and much more. Come say ""bonjour"" to Bonhomme Carnaval!",0
429975,Sanctuaire de Sainte-Anne-de-Beaupré,Shrine of Sainte-Anne-de-Beaupré,"Bienvenue au plus ancien lieu de pèlerinage en Amérique du Nord! Fréquenté depuis plus de 350 ans, ce haut lieu de la foi est dédié à sainte Anne, la grand-mère de Jésus! Son histoire extraordinaire vous sera racontée à travers des chefs-d'oeuvres artistiques à la Basilique et au musée.","Welcome to the oldest pilgrimage site in North America! The Shrine has been welcoming people from all walks of life for over 350 years. This renowned pilgrimage site is dedicated to Saint Anne, the grandmother of Jesus. Discover its extraordinary history through numerous artistic masterpieces at the Basilica and the museum.",0
430024,Casino de Charlevoix,Casino de Charlevoix,"Le Casino de Charlevoix vous propose une expérience unique au-delà de tout ce que vous imaginez: Jeux, restaurants, bars, et spectacles.","The Casino de Charlevoix offers you an experience above and beyond anything you can imagine: Games, restaurants, bars and shows; all combine to provide unique times.",0
430123,Festival de Lanaudière,Festival de Lanaudière,"Un des événements les plus prestigieux en Amérique du Nord, ce festival de musique classique s¿assure la participation de solistes de grand renom de la scène nationale et internationale. Les concerts et récitals ont lieu à l¿Amphithéâtre Fernand-Lindsay, à la Salle Rolland-Brunelle ainsi que dans plusieurs églises de la région.","Recognized as one of the most prestigious classical music events in North America, this festival boasts the participation of nationally and internationally renowned soloists. The concerts and recitals are held at Joliette¿s Amphithéâtre Fernand-Lindsay, the Salle Rolland-Brunelle, and churches throughout the region.",0
430161,Grand Prix Ski-Doo de Valcourt,Grand Prix Ski-Doo de Valcourt,"Le GPSV est le seul événement à présenter sept types de courses (motoneiges, motos et VTT sur ovale de glace, snocross, courses d¿accélération, etc.) opposant les meilleurs pilotes au monde sur le légendaire circuit Yvon-Duhamel. Zone familiale, soirée festive le vendredi et le samedi soir.","The GPSV is the only event to present seven types of races (snowmobile, motocross and ATV on ice oval, snocross, drag, ...) featuring the best racers in the world on the legendary Yvon-Duhamel track. Family zone, activities on Friday and Saturday night. Action and an explosive atmosphere guaranteed!",0
430226,Parc national de la Gaspésie,Parc national de la Gaspésie,"Véritable mer de montagnes avec 25 sommets de plus de 1 000 m, ce parc situé au coeur de la péninsule gaspésienne se distingue par la grande diversité de sa faune et de sa flore. Quelque 140 km de sentiers invitent à la découverte de panoramas époustouflants. Une multitude d'activités et de services transformeront votre visite en une expérience inoubliable. Lorsqu¿arrive l¿hiver, l¿enneigement exceptionnel du parc vous permet de pratiquer vos activités de plein air préférées dans un environnement enchanteur et une atmosphère magique. Découvrez le parc en ski, en raquette ou partez à l¿aventure en randonnée alpine. Pour un séjour tout confort, séjournez dans un chalet ou optez pour le réputé Gîte du Mont-Albert. Un paradis hivernal qui vous en mettra plein la vue!","Encompassing a virtual sea of mountains with 25 peaks over a thousand metres (3,280 ft.) high, this park in heart of the Gaspé peninsula is unique due to its vast array of fauna and flora. Enjoy a hike and discover breathtaking vistas while exploring some 140 km (87 mi.) of trails. The many activities and services available are sure to make your visit an unforgettable one! Indulge in your favourite outdoor activities in the park¿s magical winter wonderland. Explore the area on snowshoes or skis, or venture out on an alpine excursion. Enjoy cozy cabin accommodation or relax at the acclaimed Gîte du Mont-Albert. A winter paradise awaits you!",0
430256,Station touristique Stoneham,Stoneham Mountain Resort,"À 20 minutes de Québec, cette station touristique est l¿un des plus grands domaines skiables éclairés au Canada. Avec ses vastes parcs à neige, sa demi-lune de calibre olympique et son ambiance exceptionnelle, elle est un incontournable. Hébergement au pied des pentes, restaurant, 4 à 7 légendaires, bar et spas extérieurs en hiver.","Located 20 minutes from Québec City, this resort offers one of the largest night skiing areas in Canada and stands out for its huge snow parks, Olympic half-pipe and unique ambience. Features accommodations at the foot of the slopes, legendary happy hours, a bar and outdoor hot tubs in the winter.",0
431359,Coupe Rogers présentée par Banque Nationale,Rogers Cup presented by National Bank,"Le volet masculin de la Coupe Rogers présentée par Banque Nationale se déroulera sur les courts du Stade IGA à Montréal. Il s'agit de l'un des neuf tournois ATP Masters 1000, soit le plus haut niveau de tennis après les Grands Chelems. Ne manquez pas votre chance d'encourager vos joueurs favoris!","The men's edition of the Rogers Cup presented by National Bank will be held at Montréal's IGA Stadium. This international event is one of nine ATP Masters 1000 tournaments, the highest level of tournament in the world after the Grand Slams. Don't miss the chance to cheer for the world's top players!",0
431391,Mont-Sainte-Anne,Mont-Sainte-Anne,"À 30 minutes de Québec, le Mont-Sainte-Anne propose l'un des plus beaux domaines skiables dans l'Est de l'Amérique du Nord et le plus grand centre de ski de fond au Canada. Il offre des pistes pour toutes les catégories de skieurs et de planchistes, de jour comme de soir.","Thirty minutes from Québec City, Mont-Sainte-Anne is one of eastern North America's most beautiful resorts and largest cross-country area. It offers a variety of runs for all levels of skiers and snowboarders, both day and night, including 71 runs on three slopes and over 200 km of cross-country ski trails.",0
431459,Parc national de la Mauricie,La Mauricie National Park,"Dans ce parc, vous trouverez une panoplie d¿activités à faire au c¿ur de ce que la Mauricie a de mieux à offrir : une nature magnifique! En canot, en camping, en randonnée, à vélo ou à la plage, vous trouverez l¿activité parfaite pour une aventure en plein air à votre portée.","This park offers you a wide range of activities in the heart of the best of the Mauricie region: magnificent nature! Canoeing, camping, hiking, cycling or on the beach¿you will find the perfect activity for an outdoor adventure a couple of hours¿ drive from the major cities.",0
431634,Réserve de parc national de l'Archipel-de-Mingan,Mingan Archipelago National Park Reserve,"Pour vos vacances au Québec, venez vivre une expérience insulaire inoubliable à l¿archipel de Mingan! Lors de vos randonnées, vous serez captivé par les monolithes, les fleurs et les oiseaux marins. L¿expérience de camping en tente oTENTik vous permettra de vous endormir au son des vagues. Venez créer vos moments inoubliables!","For your summer vacation in Quebec, book an island getaway to the Mingan Archipelago. Hiking on the islands, you will be amazed by their monoliths, flowers and sea birds. Let yourself be lulled to sleep by the sound of the waves in an oTENTik tent. Create your unforgettable moments!",0
431840,International de montgolfières de Saint-Jean-sur-Richelieu,International Balloon Festival of Saint-Jean-sur-Richelieu,"En plus d¿être le plus grand rassemblement de montgolfières au Canada, le festival est une référence dans le monde du gonflé. Vaste superficie d¿aires d¿activités rassemblées autour du thème suivant : le festival le plus familial au Québec. Rendez-vous estival incontournable pour les amateurs de concerts de grande envergure.","In addition to being one of the largest hot-air balloon gatherings in Canada, this is a premier event in the ballooning world. Large area for activities at the most family-oriented festival in Québec. A must-see summer event for anyone who loves big concerts.",0
431915,Domaine des flocons du Bal de Neige,Snowflake kingdom of Winterlude,"La magie de l¿hiver s¿invite à cet événement du Bal de Neige. Venez redécouvrir l¿hiver en famille dans cet immense terrain de jeu hivernal. De super glissades, de magnifiques sculptures de neige, des spectacles et une foule d¿activités vous y attendent !","Experience the magic of winter at this Winterlude event! Rediscover family fun at this huge winter playground. Super slides, beautiful snow sculptures, performances and many more activities await you !",0
431923,Les Hivernades de Saguenay,Les Hivernades de Saguenay,"Découvrez une occasion unique de profiter des joies de l¿hiver en famille. Le plus grand rassemblement de la relâche scolaire dans la région. Activités familiales : animations, manèges, jeux gonflables, promenades à chevaux et en traîneau à chien. Visitez le Chantier du Père Alex avec ses repas traditionnels et son animation unique.","A unique opportunity to experience the joys of winter with your family and the biggest event in the region during the school break. Family activities include entertainment, rides, inflatable games, horse riding and dog sledding. Visit the Chantier du Père Alex for a traditional meal and unique entertainment.",0
432038,La Flambée des couleurs Magog-Orford,La Flambée des couleurs Magog-Orford,"Découvrez un événement qui marque le début de l'automne! Durant quatre week-ends, la région offre aux visiteurs une nature colorée et une programmation tout aussi flamboyante! Que vous soyez du type randonnée pédestre, terrasse ou amant de la nature, la région saura certainement vous séduire !","Annual event marking the beginning of fall. On four weekends, the area offers visitors a colourful program! Whether you¿re the hiking type, an artist, a fan of relaxing on terraces or a nature lover, the Magog-Orford region will certainly charm you. Discover its attractions now!",0
432094,Mont-Orford,Mont-Orford,"Plus haut domaine skiable des Cantons-de-l¿Est et 4e au Québec, le Mont Orford se déploie sur 3 montagnes et 4 versants niché en plein c¿ur du parc national. Dévalez ses 61 pistes, incluant ses 17 sous-bois aux défis enivrants ou faites l¿essaie de la randonnée alpine! À même la station, accédez aux sentiers enneigés naturellement du parc national qui vous offrent du ski de fond, de la raquette, ou de la randonnée. Vivez pleinement l¿expérience nature au Mont Orford!","  <span style=""color: black; font-family: 'Verdana','sans-serif'; font-size: 9pt; mso-ansi-language: EN-CA;"" lang=""EN-CA"">The highest ski resort in the Eastern Townships and 4th highest in Quebec, Mount Orford covers 3 mountains and 4 hillsides nestled in the heart of Mont-Orford National Park. Ski the 61 trails, including 17 exciting glades, or try out uphill skiing! You can access the provincial park's trails from the resort, which offer cross-country skiing and snowshoeing in the winter and hiking all-year-round. </span><span><span style=""color: black; font-family: 'Verdana','sans-serif'; font-size: 9pt;"">Experience nature's splendor at Mount Orford! </span></span>  ",0
432105,Parc national Forillon,Forillon National Park,"Façonné par l'érosion, le parc national Forillon offre un décor impressionnant où se côtoient les montagnes, les prairies parsemées de fleurs sauvages, les plages de galets bordant les petites anses, ainsi que les falaises escarpées surplombant la mer. Forillon abrite une faune terrestre variée et facilement observable dont l'ours noir et l'orignal et accueille aussi d'importantes colonies d'oiseaux de mer, notamment les cormorans, les mouettes tridactyles et les petits pingouins. Les eaux entourant le parc sont fréquentées par différentes espèces de phoques et de baleines dont le rorqual à bosse, le petit rorqual, le dauphin à flancs blancs. En toutes saisons, vous pourrez participer à de nombreuses activités qui vous permettront de faire la découverte de ce coin de paradis. Forillon est une destination vacances taillée pour vous ! ©Parcs Canada","At the extreme northeast end of the Gaspé Peninsula, 700 km from Québec and 350 km from the New Brunswick boundary, via Highway 132 East<br /> Shaped by erosion, Forillon National Park offers an impressive, natural decor with its majestic mountains, its meadows dotted with wildflowers, its coves lined by pebble beaches, as well as its steep cliffs overshadowing the sea.<br /> Forillon shelters various and easy to observe species of wildlife, such as the black bear and the moose, and also important colonies of seabirds, for example, the double-crested cormorant, the black-legged kittiwake gull, and the razorbill. In the park's water, meet different seals and whales species, such as fin whales, minke whales, and atlantic white-sided dolphins.<br /> All year round, you may participate in numerous activities that will allow you to discover this beautiful haven. Forillon is a vacation destination made especially for you! ©Parks Canada",0
432202,Mont Sutton,Mont Sutton,"Depuis 1960, la station Mont Sutton développe un concept de glisse en sous-bois unique en son genre, réputé dans tout l'Est de l'Amérique du Nord. Un réseau intégré de 60 pistes et de sous-bois aménagés de toutes catégories offre à chaque descente un choix de trajets presque illimité, grâce aux 204 jonctions. Au pied des pistes et dans un rayon de quelques kilomètres de la station, un vaste choix d'établissements - gîtes, auberges, petits hôtels, chalets et condos - pour tous les goûts et tous les budgets, dans un décor typique des Cantons de l'Est.","Since 1960, Mont Sutton has developed a unique glade skiing and snowboarding concept that is renowned across eastern North America. The 60 interconnected runs and glades of all levels provide a virtually unlimited choice. Accommodation in a typical Eastern Townships setting - B&#38;B, condos, quaint inns, chalets and small hotels - is available right at the bottom of the hill, as well as throughout the neighbouring countryside, and there is enough variety to suit every taste and budget.",0
1170930,Biosphère - Musée de l'environnement,Biosphère - Environment Museum,"Emblème architectural de Montréal depuis l¿Expo 67, ce lieu unique et spectaculaire est situé en plein coeur du parc Jean-Drapeau. Dans une ambiance ludique et stimulante, ce musée présente des expositions et des animations scientifiques pour mieux comprendre les grandes questions environnementales et découvrir les solutions pour vivre en écocitoyen au quotidien.","An architectural landmark of Montréal since Expo 67, this spectacular and unique site is in the heart of Parc Jean-Drapeau. In a fun, stimulating setting, the museum presents scientific exhibitions and activities. Gain a better understanding of the major environmental issues and discover ways to live green every day.",0
1170936,Centre Canadien d'Architecture (CCA),Canadian Centre for Architecture (CCA),"Fondé par Phyllis Lambert en 1979, cet établissement est un centre international de recherche et un musée créé pour démontrer que l¿architecture est d¿intérêt public. Découvrez le célèbre bâtiment du CCA, la maison Shaughnessy (1874), classée monument historique, ses expositions et son jardin de sculptures unique. ","The Canadian Centre for Architecture (CCA) is an international research centre and museum founded by Phyllis Lambert in 1979 on the conviction that architecture is a matter of public interest. Discover the renowned CCA building, which incorporates Shaughnessy House (1874), classified a historic monument, and the centre¿s exhibits and unique sculpture garden. ",0
1170942,Musée de l'Holocauste Montréal,Montréal Holocaust Museum,"Ce musée raconte la vie des communautés juives avant, pendant et après l¿Holocauste. À travers les histoires de vie de survivants montréalais, le musée propose aux visiteurs une réflexion sur la destruction engendrée par les préjugés, le racisme et l¿antisémitisme. Application de visite téléchargeable gratuitement (iPad et Android). Tablettes en prêt gratuit.","This museum explores the history of Jewish communities before, during and after the Holocaust. Through the life stories of Montréal's survivors, visitors are invited to reflect on the destruction caused by prejudice, racism and anti-Semitism. Get the guided tour app (iPad or Android) or borrow a tablet from the museum for free.",0
1170948,Centre d'histoire de Montréal,Centre d'histoire de Montréal,C'est le point de départ de votre aventure historique montréalaise et un lieu unique pour découvrir les Montréalais de toutes les époques! Mille traces de l'histoire riche et mouvementée de Montréal sont encore visibles. Une visite des expositions vous donnera tous les indices nécessaires pour les repérer et les redécouvrir dans la ville.,This is the starting point for your Montréal historical adventure and a unique spot for discovering the history of its inhabitants through every period! Numerous signs of Montréal's rich and dramatic history are still visible today. Exhibitions will give you the clues you need to find these signs throughout the city.,0
1170977,Musée des Soeurs de la Providence,Museum of the Sisters of Providence,"À travers un parcours comprenant deux salles d¿exposition permanente et une exposition thématique, vous êtes conviés à découvrir la vie d¿Émilie Gamelin (1800-1851), « la Grande Dame de Montréal », Fondatrice de la Congrégation des Soeurs de la Providence, et l¿histoire d¿une ¿uvre sociale et religieuse qui a marqué l¿histoire de la métropole.","Discover the life of Émilie Gamelin (1800¿1851), ¿the Great Lady of Montréal¿, Foundress of the Congregation of the Sisters of Providence, and the history of the social and religious work that marked the city, through two permanent exhibition rooms and one themed exhibition.",0
1170983,Centre des sciences de Montréal,Montréal Science Centre,"Des expositions dynamiques, participatives et passionnantes pour explorer la science et la technologie qui façonnent nos vies! Au cinéma IMAX®TELUS, plongez dans des univers plus vrais que nature, vivez des aventures inédites sur écran géant, à travers des images spectaculaires et un puissant système sonore de 36 000 watts.","Dynamic, involving and exciting exhibitions show you how science and technology are shaping our lives. At the IMAX®TELUS Theatre, you¿ll be plunged into a larger-than-life experience. The adventure comes alive on the giant screen in spectacular images and through a powerful 36,000-watt sound system.",0
1170989,Musée Dufresne-Nincheri,Musée Dufresne-Nincheri,"Classée monument historique, cette somptueuse résidence témoigne des aspirations et des goûts de la bourgeoisie francophone au début du XXe siècle.","This sumptuous house, a designated historical monument, reflects the aspirations and tastes of Montréal¿s early 20th-century francophone bourgeoisie.",0
1170995,Écomusée du fier monde,Écomusée du fier monde,"Musée d¿histoire et musée citoyen, l¿Écomusée vous invite à explorer des volets méconnus de la culture montréalaise. Découvrez la vie quotidienne en milieu ouvrier et suivez le parcours inspirant de groupes citoyens. Visitez les expositions de l¿Écomusée et l¿ancien bain public Généreux, un magnifique exemple de l¿architecture des années 1920.","Historical museum where you can explore little-known facets of Montréal culture, learn about the daily life of the working class and follow the inspiring journeys of grassroots groups. Also visit the former Généreux public bath, a magnificent example of 1920s architecture.",0
1171025,"Maison Saint-Gabriel, musée et site historique","Maison Saint-Gabriel, Museum and Historic Site","Magnifique exemple de l¿architecture du 17e siècle, cette demeure achetée par Marguerite Bourgeoys en 1668 a été le lieu d¿accueil des Filles du Roy. Profitez du talent de ses guides en costume d¿époque, de ses jardins thématiques et de l¿originalité de sa programmation estivale avec comédiens, musiciens et artisans.","A magnificent example of 17th-century architecture, this house, bought by Marguerite Bourgeoys in 1668, was the home of the King's Wards. Enjoy the talent of its guides in period costume, its thematic gardens and the originality of its summer weekend program with actors, musicians and artisans practising old-fashioned trades.",0
1171031,Moulin Fleming,Fleming Mill,"Monument impressionnant de cinq étages atteignant près de 13 mètres, le moulin Fleming s'élève sur les rives du fleuve Saint-Laurent.","An impressive five-storey monument nearly 13 metres high, the majestic Fleming Mill rises above the banks of the St. Lawrence.",0
1171037,Musée d'art contemporain de Montréal (MAC),Musée d'art contemporain de Montréal (MAC),"Situé au c¿ur du Quartier des spectacles, le Musée d¿art contemporain de Montréal fait vibrer l¿art actuel au centre de la vie montréalaise et québécoise depuis plus de cinquante ans. <strong>Le Musée offre actuellement une programmation réduite alors qu'il se prépare à une transformation de ses espaces. </strong>Nous vous suggérons de consulter les horaires sur le site Web avant de vous rendre au Musée<strong>.</strong>","A major Canadian institution dedicated exclusively to contemporary art, the Musée d'art contemporain de Montréal (MAC) is located in the heart of the Quartier des spectacles and at the site of Place des Arts. <strong>The MAC is currently offering a reduced program as it prepares for a major transformation of its spaces.</strong> We suggest that you consult the schedules posted on our website before coming to the Musée.",0
1171043,Musée des maîtres et artisans du Québec,Musée des maîtres et artisans du Québec,"Ce musée, situé dans une superbe église néo-gothique, vous invite à découvrir, à travers sa magnifique collection, les meubles et les objets créés par nos maîtres et artisans au cours des siècles derniers, de même que leurs techniques. Expositions permanentes et temporaires.","This museum, housed in a superb neo-gothic church, invites you to discover its magnificent collection of furniture and objects created by master artisans and craftspeople over the centuries. Learn about their techniques as well. Permanent and temporary exhibitions.",0
1171049,Musée de la Banque de Montréal,Bank of Montréal Museum,"Fondée en 1817, elle est la plus ancienne institution bancaire du pays. L'imposante façade de son siège social de 1847 évoque la puissance romaine de l'antiquité. L'intérieur, réaménagé en 1905, confirme par sa somptuosité le succès de l'entreprise. Architectes : J. Wells; McKim, Mead et White. On peut également y visiter le musée de la Banque de Montréal.","Founded in 1817, it is the oldest banking institution in the country. The imposing facade of its head office, dating back to 1847, evokes the power of anciant Rome. Redesigned in 1905, the lavish interior echoes the success of this institution. Architects : J. Wells; McKim, Mead and White. Visitors are also welcome at the Bank of Montréal Museum.",0
1171055,Musée de Lachine,Musée de Lachine,"En bordure du fleuve Saint-Laurent, à dix kilomètres du centre-ville de Montréal, se côtoient l¿histoire, l¿archéologie et l¿art contemporain. Ce musée vous invite à découvrir l¿histoire de la Maison Le Ber-Le Moyne et à explorer un jardin de sculptures contemporaines de grande envergure.","On the banks of the St. Lawrence River, 10 km (6 mi.) from downtown Montréal, history, archaeology and art collide. This museum invites you to discover the history of the Maison Le Ber-Le Moyne, take in the permanent exhibit, and explore an extensive outdoor garden filled with contemporary sculptures.",0
1171067,Musée des beaux-arts de Montréal (MBAM),The Montréal Museum of Fine Arts (MMFA),"Ce musée ¿ le plus fréquenté au Canada ¿ accueille annuellement plus d¿un million de visiteurs. Découvrez sa collection encyclopédique unique composée de plus de 43 000 oeuvres et ses expositions temporaires originales mises en valeur par des scénographies atypiques croisant les disciplines artistiques, comme les beaux-arts, la musique, la mode et le design.","Enjoy a visit to the most frequented museum in Canada, welcoming more than a million visitors every year. Discover its unique encyclopedic collection of over 43,000 works, and its original temporary exhibitions featuring unusual presentations of an array of artistic disciplines¿fine art, music, fashion and design.",0
1171074,Musée des Hospitalières de l'Hôtel-Dieu de Montréal,Musée des Hospitalières de l'Hôtel-Dieu de Montréal,"Musée d¿histoire consacré à Jeanne Mance et aux Hospitalières de Saint-Joseph. Explorez les origines de Montréal ainsi que l¿histoire de l¿Hôtel-Dieu, premier hôpital de la ville, et de ces femmes exceptionnelles qui ont géré l¿hôpital jusqu¿en 1973. Découvrez une collection remontant aux débuts de la colonie.","This history museum is dedicated to the memory of Jeanne Mance and the Hospitallers of Saint Joseph. Explore the history of early Montréal, the city¿s first hospital and the exceptional women who ran it until 1973. Discover a unique collection that dates back to the early days of the colony.",0
1171080,Musée des ondes Emile Berliner,Musée des ondes Emile Berliner,"Depuis 1996, le musée conserve et diffuse le riche patrimoine industriel, culturel et scientifique relié à l¿histoire de l¿industrie du son. Ses activités de collectionnement l¿ont amené à amasser un imposant corpus de 30 000 pièces : des premières machines parlantes aux appareils modernes permettant l¿enregistrement et la diffusion du son.","Since 1996, the museum has been conserving and disseminating the rich industrial, cultural and scientific heritage of the sound industry. Its collection activities have amassed some 30,000 items, from the very first talking machines to modern sound recording and broadcasting equipment.",0
1171102,Château Ramezay - Musée et site historique de Montréal,Château Ramezay - Historical Site and Museum of Montréal,"Entrez dans l'histoire de Montréal par la grande porte! Visitez le premier édifice classé monument historique au Québec! Cette résidence de prestige vous propose de revivre plus de 500 ans d'histoire à travers ses nombreuses expositions, son parcours multimédia offert en six langues et son jardin de la Nouvelle-France.","A portal to Montréal's past, this prestigious 18th-century residence was the first building in Québec to be classified a historic monument. Relive more than 500 years of history through numerous exhibits, multimedia portrayals of historical figures (in six languages) and a French colonial garden.",0
1171128,Musée McCord,McCord Museum,"Situé à Montréal, ce musée d¿histoire sociale abrite l¿une des plus importantes collections historiques en Amérique du Nord et présente de plus de 1 500 000 artefacts, dont les collections de costumes, mode et textiles, photographies, cultures autochtones, peintures, estampes et dessins, arts décoratifs et archives textuelles.","This social history museum showcases one of North America¿s largest historical collections, comprised of over 1.5 million artefacts of various categories, including dress, fashion and textiles, photography, Indigenous cultures, paintings, prints and drawings, decorative arts, and text archives.",0
1171134,Musée Redpath,Redpath Museum,"Découvrez l'histoire naturelle et la diversité du Québec à travers des expositions sur la paléontologie, la minéralogie et la biodiversité, ainsi qu'une impressionnante variété d'expositions sur l'antiquité (Égypte et bassin méditerranéen) et diverses cultures du monde. Voyez, entre autres, des squelettes de dinosaures et des momies d'Égypte.","Discover the natural history and diversity of Québec through exhibits on palaeontology, mineralogy, zoology and biodiversity, as well as through an impressive variety of cultural displays from antiquity (Egypt and the Mediterranean Basin) and around the globe. Among other interesting pieces, you'll see dinosaur skeletons and Egyptian mummies!",0
1171152,Musée Stewart,Stewart Museum,"Ce musée d¿histoire occupe les bâtiments formant un complexe militaire érigé par les Britanniques entre 1820 et 1824. Soigneusement constituée, sa riche collection tisse une trame historique du 15e au 19e siècle. Des voyages d¿exploration jusqu¿aux rébellions des Patriotes, revivez l¿histoire en découvrant 500 artéfacts et objets.","This history museum is housed in a military complex, built by the British between 1820 and 1824. Its rich collection weaves a historical tapestry spanning the 15th to 19th centuries. From journeys of discovery to the Lower Canada Rebellion, some 500 artefacts and objects bring history to life.",0
1171160,Pointe-à-Callière - Cité d'archéologie et d'histoire de Montréal,Pointe-à-Callière - Montréal Archaeology and History Complex,"Classé site historique national, Pointe-à-Callière, lieu de fondation de Montréal, est un musée spectaculaire érigé sur un site archéologique authentique. Voyez le spectacle multimédia projeté au-dessus des vestiges et parcourez un circuit archéologique souterrain des plus impressionnants. De plus, des expositions internationales et des activités culturelles vous donneront l'occasion de faire des découvertes inusitées toute l'année.","Designated a National Historic Site, Pointe-à-Callière is a spectacular museum built atop an authentic archaeological site located at Montréal's birthplace. Enjoy a multimedia show projected above the ruins and take part in a captivating underground archaeological tour. Also, thanks to international exhibitions and cultural activities, you can make great discoveries all year long.",0
1171172,Musée du Sault-au-Récollet,Museum of Sault-au-Récollet,"Ce musée vous fait découvrir le Sault-au-Récollet, c¿ur historique d¿Ahuntsic-Cartierville et berceau du développement du nord de Montréal depuis le 17e siècle. Venez admirer un patrimoine industriel, résidentiel et religieux mis en valeur par des expositions et une programmation dynamiques.","This museum showcases Sault-au-Récollet, the historic heart of Ahuntsic-Cartierville and the cradle of the development of northern Montréal since the 17th century. Learn about industrial, residential and religious heritage illustrated through dynamic exhibitions and programs.",0
1171201,Les Artisans du Vitrail - Économusée du vitrail,Les Artisans du Vitrail - Glass working Économusée,"Depuis 1984, les Artisans du Vitrail vous accueillent dans leur atelier du quartier Limoilou à Québec. Leur renommée couronne un travail acharné et une passion pour ce métier dont la tradition remonte au Moyen Âge. En visitant cette entreprise ÉCONOMUSÉE, vous découvrirez l'histoire fascinante du vitrail à travers les âges, tout en observant les artisans à l'oeuvre.","Since 1984, these stained-glass artisans have welcomed visitors to their workshop in Québec City's Limoilou district. Their relentless work and passion for this craft, which dates back to the Middle Ages, have been crowned with popularity and success. In visiting the ECONOMUSEUM, you will discover the fascinating history of stained glass through the ages while observing the artisans at work.",0
1171207,Atelier Paré - Économusée des légendes et de la sculpture sur bois,Atelier Paré - Wood Sculpture and Legends Économusée,"Vivez dans cette entreprise ÉCONOMUSÉE une expérience fascinante : l'interprétation des légendes traditionnelles québécoises au moyen de sculptures sur bois. Les oeuvres d'artistes d'hier et d'aujourd'hui vous font découvrir les histoires de lutins, feux follets, loups-garous, fantômes, sorciers et diables qui peuplent nos légendes. Des pièces de pin, de tilleul et de noyer cendré sont transformées sous vos yeux par des artistes de l'Atelier Paré en objets attrayants et utiles. De plus, vous aurez l'occasion unique de rencontrer et d'échanger avec les sculpteurs.","This legend ECONOMUSEUM is unique in its approach: traditional Québec legends interpreted through the medium of wood sculpture. Discover the stories of witches, will-o'-the-wisps, devils, imps, werewolves and spirits through the works of artists from past and present. Pieces of pine, basswood and butternut are transformed before your very eyes into attractive, functional objects. Visitors have a rare opportunity to meet and talk to local sculptors.",0
