Nom de la borne de recharge,Nom du parc,Adresse,Niveau de recharge,Latitude,Longitude,Coût
CEA-10804,FCR - Place Nelligan,"1134 St-René Boulevard West, Gatineau, QC, J8T 6H1",Level2,45.487851,-75.70122,"1,00 $ (CAD) de l'heure"
CEA-10097,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC, H2X 3Y2",Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure"
CEA-11115,Municipalité de Saint-Adrien,"1589 Principale, Saint-Adrien, QC, J0A 1C0",Level2,45.8195769,-71.7250025,"1,00 $ (CAD) de l'heure"
CEC-00073,BRCC - CDSMML - Paspébiac,"5 Boul. Gérard-D-Lévesque Est, Pasbébiac, QC, G0C 2K0",FastDC,48.029571,-65.24814,"10,00 $ (CAD) de l'heure"
CEA-067,1482 | BHR | SLA | 2727 Thiemens : Bibliothèque du Boisé,"2727 boul. Thimens, Saint-Laurent, QC, H4R 1T4",Level2,45.504816,-73.70434,"2,50 $ (CAD) par session"
CEA-10480,Sur Rue - Mont Tremblant - Parc Daniel-Lauzon,"268 rue du Couvent, Mont Tremblant, QC, J8E 1K6",Level2,46.195234,-74.623006,"1,00 $ (CAD) de l'heure"
CEC-00062,BRCC - Ville d'Otterburn Park - Halte Touristique,"761 chemin des Patriotes, Otterburn Park, QC, J3H 1Z5",FastDC,45.544704,-73.211785,"10,00 $ (CAD) de l'heure"
CEC-00194,BRCC - Val-d'Or - Dépanneur Voisin Beauséjour,"315 route 117, Val d'Or, QC, J9P 7C4",FastDC,48.07221,-77.382662,"10,00 $ (CAD) de l'heure"
CEA-238 B,Hydro-Québec - CA Lebourgneuf,"2625 boul. Lebourgneuf, Québec, QC, G2C 1P1",Level2,46.82593425,-71.31671042,"2,50 $ (CAD) par session"
CEA-461,Shawinigan - Aréna Gilles Bourassa,"1705 117e rue, Shawinigan-Sud, QC, G9N 6V3",Level2,46.51708,-72.75541,"1,00 $ (CAD) de l'heure"
CEA-10277,Ski Garceau,"190 Chemin du Lac Blanc, Saint-Donat-de-Montcalm, QC, J0T 2C0",Level2,46.337653,-74.22065,"1,00 $ (CAD) de l'heure"
CEA-11250,RIO - Parc Olympique,"4141 Avenue Pierre-De Coubertin, Montréal, QC, H1V 3N7",Level2,45.55541773,-73.5513812,"2,50 $ (CAD) par session"
CEA-10630,Le Westin Resort & Spa - Tremblant,"100 chemin de Kandahar, Mont-Tremblant, QC, J8E 1E2",Level2,46.212627,-74.586809,"1,00 $ (CAD) de l'heure"
CEA-470,St-Hubert - Beauport,"3410 boul. Ste-Anne, Québec, QC, G1E 3L7",Level2,46.852512,-71.19589,"1,00 $ (CAD) de l'heure"
CEA-10392,Beaconsfield - Parc Christmas,"424 boul Beaconsfield, Beaconsfield, QC, H9W 4B7",Level2,45.419853,-73.87836,"1,00 $ (CAD) de l'heure"
CEA-10306,301 | BSR | RPP | 6511 St-André,"6511 Rue Saint-André, Montréal, QC, H2S 2K7",Level2,45.536686,-73.603005,"1,00 $ (CAD) de l'heure"
CEA-10031,St-Hubert - Mont-Tremblant,"330 rue de St-Jovite, Mont-Tremblant, QC, J8E 2Z9",Level2,46.11919866,-74.56836031,"1,00 $ (CAD) de l'heure"
CEA-10202,Decarie Square,"6900 Boul. Décarie, Montréal, QC, H3X 2T8",Level2,45.490428,-73.650335,"1,00 $ (CAD) de l'heure"
CEA-006,PJC - Greenfield Park,"3216 boulevard Taschereau, Greenfield Park, QC, J4V 2H3",Level2,45.49529117,-73.48362277,"1,00 $ (CAD) de l'heure"
CEC-00099,BRCC - St-Hubert - St-Hyacinthe,"1230 rue Daniel-Johnson Ouest, St-Hyacinthe, QC, J2S 7K7",FastDC,45.640278,-72.969306,"10,00 $ (CAD) de l'heure"
CEA-10848,717 | BSR | CDN-NDG | 5225 Sherbrooke,"5225 Sherbrooke, Montréal, QC, H4A 1V1",Level2,45.474704,-73.608527,"1,00 $ (CAD) de l'heure"
CEA-10156,703 | BSR | CDN-NDG | 5038 rue Sherbrooke O,"5038 Sherbrooke O, Montréal, QC, H4A 1S7",Level2,45.476487,-73.606153,"1,00 $ (CAD) de l'heure"
CEA-11316 ,1301 | BSR | OUTR | 1311 Bernard,"1311 avenue Bernard, Outremont, QC, H1N 2B6",Level2,45.519056,-73.609774,"1,00 $ (CAD) de l'heure"
CEA-10465,Municipalité de Saint-Étienne-des-Grès,"1260 rue Saint-Alphonse, Saint-Étienne-des-Grès, QC, G0X 2P0",Level2,46.441985,-72.771073,"1,00 $ (CAD) de l'heure"
CEA-124,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, QC, G1C 0J3",Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure"
CEA-11179,Laval - Centre communautaire Lausanne,"1333 boul. Chomedey, bureau 601, Laval, QC, H7V 3Z4",Level2,45.618488,-73.719237,"1,00 $ (CAD) de l'heure"
CEA-090,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC, H1R 1R1",Level2,45.58554,-73.59837,"2,50 $ (CAD) par session"
CEA-10100,Musée J. Armand Bombardier,"1001 Avenue J.A. Bombardier, Valcourt, QC, J0E 2L0",Level2,45.494204,-72.310161,"2,50 $ (CAD) par session"
CEA-11445,1302 | BSR | OUTR | 123 Querbes,"123 Avenue Querbes, Montréal, QC, H3T 1Z1",Level2,45.517579,-73.598371,"2,50 $ (CAD) par session"
CEA-10637,808 | BSR | SO | 6098 Mazarin,"6098 Rue Mazarin, Montréal, QC, H4E 2X2",Level2,45.456132,-73.601308,"1,00 $ (CAD) de l'heure"
CEA-11014,105 | BSR | AC | 1530 Fleury,"1530 rue Fleury, Montréal, QC, H2C 2Y6",Level2,45.562906,-73.656227,"1,00 $ (CAD) de l'heure"
CEA-10378,109 | BSR | AC | 205 Chabanel,"205 Rue Chabanel O, Montréal, QC, H2N 1G3",Level2,45.540928,-73.653312,"1,00 $ (CAD) de l'heure"
CEA-10843,320 | BSR | RPP | 3810 Rosemont,"3810 boul. Rosemont, Montréal, QC, H1X 2P6",Level2,45.5578,-73.576045,"1,00 $ (CAD) de l'heure"
CEA-10183,625 | BSR | VM | 1956 Frontenac,"1956 Rue Frontenac, Montréal, QC, H2K 2Z1",Level2,45.532725,-73.552184,"1,00 $ (CAD) de l'heure"
CEA-152,St-Hubert - Rimouski,"395 Boulevard Arthur-Buies Est, Rimouski, QC, G5M 1Y1",Level2,48.4529157,-68.49426907,"1,00 $ (CAD) de l'heure"
CEA-197,Hydro-Québec - St-Hubert,"5250 Armand-Frappier, St-Hubert, QC, J3Z 1G3",Level2,45.45869,-73.40989,"2,50 $ (CAD) par session"
CEA-10840,316 | BSR | RPP | 4300 Bélanger,"4300A Bélanger, Montréal, QC, H1T 3M1",Level2,45.566674,-73.585495,"1,00 $ (CAD) de l'heure"
CEA-10544,820 | BSR | SO | 3041 Notre-Dame,"3041 Notre-Dame , Montréal, QC, H4C 2J2",Level2,45.480917,-73.578968,"1,00 $ (CAD) de l'heure"
CEA-11172,Municipalité de Natashquan,"29 Chemin d'en Haut, Natashquan, QC, G0G 2E0",Level2,50.18635,-61.822233,"1,00 $ (CAD) de l'heure"
CEA-245,Lacolle - Halte Cycliste,"103 Rue de l'Église Sud, Lacolle, QC, J0J 1J0",Level2,45.074214,-73.37503,"1,00 $ (CAD) de l'heure"
CEA-10000,CAA-Québec,"444 rue Bouvier, Québec, QC, G2J 1E3",Level2,46.83772091,-71.26914564,"1,00 $ (CAD) de l'heure"
CEB-10029,RONA - Québec,"1500 rue Bouvier, Québec, QC, G2K 1N8",Level2,46.827658,-71.293394,"1,00 $ (CAD) de l'heure"
CEA-10839,Quartier Beauport,"2400 Boulevard Louis-XIV, Québec, QC, G1C 5Y8",Level2,46.894707,-71.20859,"1,00 $ (CAD) de l'heure"
CEA-11480,331 | BSR | RPP | 6679 Rue Garnier,"6679 Rue Garnier, Montréal, QC, H2G 3A2",Level2,45.5428645,-73.601371,"1,00 $ (CAD) de l'heure"
CEA-11117,Maison du Citoyen,"145 rue Saint-Louis, Saint-Eustache, QC, J7R 1X9",Level2,45.55845,-73.893728,"1,00 $ (CAD) de l'heure"
CEA-10933,1412 | BSR | SLA | 3100 Toupin,"3100 Toupin, Montréal, QC, H4K 2V4",Level2,45.517305,-73.726967,"2,50 $ (CAD) par session"
CEA-10070,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC, H2X 3Y2",Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure"
CEA-10448,801 | BSR | SO | 3451 St-Jacques,"3451 Rue Saint-Jacques, Montréal, QC, H4C 1H2",Level2,45.48193,-73.582383,"1,00 $ (CAD) de l'heure"
CEA-10690,411 | BSR | MHM | 3450 Ste-Catherine,"3450 Ste-Catherine, Montréal, QC, H1W 2E2",Level2,45.541957,-73.539358,"1,00 $ (CAD) de l'heure"
CEA-11295,231 | BSR | VSMPE | 3901 Jarry,"3901 jarry E, Montréal, QC, H1Z 2G1",Level2,45.569855,-73.604919,"1,00 $ (CAD) de l'heure"
CEA-10452,202 | BSR | VSMPE | 520 Jean-Talon O,"520 rue Jean-Talon O, Montréal, QC, H3N 1R5",Level2,45.528352,-73.623127,"1,00 $ (CAD) de l'heure"
CEB-10074,Exo - Gare Saint-Jérôme,"455 boul. Jean-Baptiste-Rolland, St-Jérôme, QC, J7Z 2H5",Level2,45.77379227,-73.99891663,"2,50 $ (CAD) par session"
CEA-083,580 | BHR | PMR | 4365 Cartier : Aréna Mont-Royal,"4365 Cartier Rue, Montréal, Montréal, QC, H2H 2N9",Level2,45.533424,-73.57226,"2,50 $ (CAD) par session"
CEC-00052,BRCC - CDSMML - Matane,"286 Av St-Jérôme, Matane, QC, G4W 3A2",FastDC,48.843378,-67.529801,"10,00 $ (CAD) de l'heure"
CEA-10247,1702 | BSR | VER | 5000 Wellington,"5000 Rue Wellington, Verdun, QC, H4G 1X9",Level2,45.455871,-73.567543,"1,00 $ (CAD) de l'heure"
CEA-10356,709 | BSR | CDN-NDG |5137 Décarie,"5137 Décarie, Montréal, QC, H3W 3C2",Level2,45.484167,-73.629705,"1,00 $ (CAD) de l'heure"
CEA-11188,116 | BSR | AC | 10625 Francis,"10625 Rue Francis, Montréal, QC, H2C 3A5",Level2,45.565295,-73.660453,"1,00 $ (CAD) de l'heure"
CEA-11319,901 | BSR | RDP-PAT | 13150 Sherbrooke E,"13150 Rue Sherbrooke Est, Montréal, QC, H1A 4B1",Level2,45.657782,-73.508574,"1,00 $ (CAD) de l'heure"
CEA-072,Ville de Boucherville - Centre Multifonctionnel,"1075 Lionel-Daunais, Boucherville, QC, J4B 8N5",Level2,45.588807,-73.42835,"1,00 $ (CAD) de l'heure"
CEA-020,FCR - Carrefour du Plateau des Grives,"205-219 boul. du Plateau, Gatineau, QC, J9J 0N4",Level2,45.43321,-75.779792,"1,00 $ (CAD) de l'heure"
CEB-10141,St-Hubert - Sainte-Thérèse,"350 boul. Labelle, Ste-Thérèse, QC, J7E 2Y1",Level2,45.64809036,-73.84043884,"1,00 $ (CAD) de l'heure"
CEA-10262,211 | BSR | VSMPE | 625 Liege O,"625 Liege O, Montréal, QC, H3N 1A7",Level2,45.532997,-73.642027,"1,00 $ (CAD) de l'heure"
CEA-10612,412 | BSR | MHM | 2222 Valois,"2222 Avenue Valois , Montréal, QC, H1W 3M5",Level2,45.548361,-73.546827,"1,00 $ (CAD) de l'heure"
CEC-00154,BRCC - Restaurant Le Chavigny - Deschambault,"11 rue des Pins, Deschambault-Grondines, QC, G0A 1S0",FastDC,46.639683,-71.99645,"10,00 $ (CAD) de l'heure"
CEA-10844,713 | BSR | CDN-NDG | 5468 Claranald,"5468A Claranald, Montréal, QC, H3X 2S7",Level2,45.483967,-73.637694,"1,00 $ (CAD) de l'heure"
CEA-10740,224 | BSR | VSMPE | 7200 Hutchison,"7200 Hutchison, Montréal, QC, H3N 1Z2",Level2,45.529826,-73.62305,"1,00 $ (CAD) de l'heure"
CEA-10802,Longueuil - Parc de la cité,"6201 Boulevard Davis, Saint-Hubert, QC, J3Y 8Y4",Level2,45.488412,-73.41028,"1,00 $ (CAD) de l'heure"
CEC-00107,BRCC - Lac-Bouchette,"295 Rue Principale, Lac-Bouchette, QC, G0W 1V0",FastDC,48.25549,-72.186005,"10,00 $ (CAD) de l'heure"
CEC-00193,BRCC - Saint-Ours - Marché Tradition,"2471 Rue Immaculée-Conception, Saint-Ours, QC, J0G 1P0",FastDC,45.89201,-73.148464,"10,00 $ (CAD) de l'heure"
CEA-10687,Saint-André-d'Argenteuil - Mairie,"10 Rue de la Mairie, Saint-André-d'Argenteuil, QC, J0V 1X0",Level2,45.559825,-74.33206,"2,50 $ (CAD) par session"
CEC-00038,BRCC - AddÉnergie,"2327 boul. Versant Nord, Québec, QC, G1N 4C2",FastDC,46.79125,-71.287345,"10,00 $ (CAD) de l'heure"
CEA-10380,708 | BSR | CDN-NDG | 6200 Côte Des-Neiges,"6200 ch. de la Côte-des-Neiges, Montréal, QC, H3S 2A1",Level2,45.500598,-73.632462,"1,00 $ (CAD) de l'heure"
CEA-388,CÉGEP de Chicoutimi,"534, rue Jacques-Cartier est, Chicoutimi, QC, G7H 1Z6",Level2,48.424436,-71.05471787,"2,50 $ (CAD) par session"
CEB-10146,FCR - Carrefour St-David Ouest,"2837 avenue St-David, Québec, QC, G1C 0J3",Level2,46.865528,-71.216852,"1,00 $ (CAD) de l'heure"
CEC-00164,BRCC - Baie-Comeau-Stationnement Av. Chapais,"20 avenue Chapais, Baie-Comeau, QC, G5C 2S6",FastDC,49.220696,-68.154457,"10,00 $ (CAD) de l'heure"
CEA-478,St-Hubert - Fleurimont,"1818 King E, Sherbrooke, QC, J1G 5G6",Level2,45.40941,-71.848632,"1,00 $ (CAD) de l'heure"
CEA-11239,826 | BSR | SO | 2855 Centre,"2855 rue du Centre, Montréal, QC, H4C 3B4",Level2,45.476501,-73.57244,"1,00 $ (CAD) de l'heure"
CEA-10919,Longueuil - Parc de la cité,"6201 Boulevard Davis, Saint-Hubert, QC, J3Y 8Y4",Level2,45.488412,-73.41028,"1,00 $ (CAD) de l'heure"
CEA-11202,830 | BSR | SO | 256 Charlevoix,"256 Charlevoix, Montréal, QC, H3J 1N7",Level2,45.482396,-73.575472,"1,00 $ (CAD) de l'heure"
CEA-158,FCR - RBC Lachenaie,"287 montée des Pionniers, Terrebonne, QC, J6V 1H4",Level2,45.71114707,-73.51276771,"1,00 $ (CAD) de l'heure"
CEA-11012,Sur Rue - Longueuil - 61 rue St-Charles,"61 Rue Saint-Charles Ouest, Longueuil, QC, J4H 1C5",Level2,45.540188,-73.50893,"1,00 $ (CAD) de l'heure"
CEA-10931,Sur Rue - Longueuil - 1985 Gaetan-Boucher,"1985 boul. Gaetan-Boucher, Longueuil, QC, J3Y 3R5",Level2,45.498734,-73.40605,"1,00 $ (CAD) de l'heure"
CEA-298,Stoneham - Mairie,"325 Chemin du Hibou, Stoneham-et-Tewkesbury, QC, G3C 1P1",Level2,46.99985223,-71.36887729,"1,00 $ (CAD) de l'heure"
CEA-055,285 | BHR | VSMPE | 8000 de Normanville : Centre sportif Jean-Rougeau,"8000 rue de Normanville, Montréal, QC, H2R 2V6",Level2,45.548532,-73.622186,"2,50 $ (CAD) par session"
CEA-10949,1710 | BSR | VER | 282 Elgar,"282 Elgar, Verdun, QC, H3E 1C8",Level2,45.456851,-73.546276,"2,50 $ (CAD) par session"
CEA-10892,Ville de Sherbrooke - Grenouillière,"50 rue Meadow, Sherbrooke, QC, J1H 5H9",Level2,45.40346909,-71.89077759,"1,00 $ (CAD) de l'heure"
CEA-11351,1502 | BSR | LAC | 1064 Notre-Dame,"1064 rue Notre Dame, Lachine, QC, H8S 2C2",Level2,45.434982,-73.673174,"1,00 $ (CAD) de l'heure"
CEA-207B,Victoriaville - Stationnement de Bigarré,"125 rue de Bigarré, Victoriaville, QC, G6P 4Z2",Level2,46.057979,-71.95601,"1,00 $ (CAD) de l'heure"
CEA-447,St-Hubert - Montmagny,"205 Chemin des Poirier, Montmagny, QC, G5V 4J9",Level2,46.969361,-70.577885,"1,00 $ (CAD) de l'heure"
CEA-127,Ville de McMasterville - Hôtel de Ville,"255 Boulevard Constable, McMasterville, QC, J3G 6N9",Level2,45.55060361,-73.22895374,"1,00 $ (CAD) de l'heure"
CEA-10271,1701 | BSR | VER | 4214 Wellington,"4214 Rue Wellington, Verdun, QC, H4G 1W2",Level2,45.461833,-73.566813,"1,00 $ (CAD) de l'heure"
CEA-11438,1417 | BSR | SLA | 1505 Decelles,"1505 Rue Decelles, Saint-Laurent, QC, H4L 2E1",Level2,45.512711,-73.68071,"1,00 $ (CAD) de l'heure"
CEA-10302,305 | BSR | RPP | 6435 26e avenue,"6435 26e Avenue, Montréal, QC, H1T 3K7",Level2,45.564852,-73.577294,"1,00 $ (CAD) de l'heure"
CEB-10073,CDPQ - Stationnement Deux-Montagnes,"400 boul. des Deux-Montagnes, Deux-Montagnes, QC, J7R 7C2",Level2,45.5448761,-73.91169739,"2,50 $ (CAD) par session"
CEA-498,Laval - Hôtel de Ville,"1 place du Souvenir, Laval, QC, H7V 3Z4",Level2,45.551533,-73.7452,"1,00 $ (CAD) de l'heure"
CEC-00067,BRCC - CDSMML - Percé,"137 route 132 Ouest, Percé, QC, G0C 2L0",FastDC,48.524071,-64.210534,"10,00 $ (CAD) de l'heure"
CEC-00013,BRCC - St-Hubert - Drummondville,"125 boul. St-Joseph, Drummondville, QC, J2B 7P5",FastDC,45.898911,-72.5257,"10,00 $ (CAD) de l'heure"
CEA-348,Plessisville - Hôtel de Ville,"1700, rue Saint-Calixte, Plessisville, QC, G6L 1R3",Level2,46.21864223,-71.77146673,"2,50 $ (CAD) par session"
CEA-10172,614 | BSR | VM | 1455 Metcalfe,"1550 rue Metcalfe, Montréal, QC, H3A 3L8",Level2,45.501087,-73.573064,"1,00 $ (CAD) de l'heure"
CEA-11456,1717 | BSR | VER | 3206 Rushbrooke,"3206 Rushbrooke, Montréal, QC, H4G 1S7",Level2,45.470829,-73.565255,"1,00 $ (CAD) de l'heure"
CEA-11025,821 | BSR | SO | 6000 Laurendeau,"6000 rue Laurendeau, Montréal, QC, H4E 3X4",Level2,45.458143,-73.588273,"1,00 $ (CAD) de l'heure"
CEA-10166,MRC Charlevoix - Isle-aux-Coudres,"1026, chemin des Coudriers, L'Isle-aux-Coudres, QC, G0A 3J0",Level2,47.419875,-70.384552,"1,00 $ (CAD) de l'heure"
CEC-00092,BRCC - St-Hubert - Drummondville,"125 boul. St-Joseph, Drummondville, QC, J2B 7P5",FastDC,45.898911,-72.5257,"10,00 $ (CAD) de l'heure"
CEC-00108,BRCC - St-Fulgence,"253 Rue du Saguenay, Saint-Fulgence, QC, G0V 1S0",FastDC,48.44941,-70.9023,"10,00 $ (CAD) de l'heure"
CEA-10237,Sur rue - OP - Les Promenades Gatineau,"1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3",Level2,45.475865,-75.693477,"1,00 $ (CAD) de l'heure"
CEA-358,SHDM - Complexe Chaussegros-De-Léry,"330, rue Champ-de-Mars, Montréal, QC, H2Y 3Z3",Level2,45.509619,-73.55353,"2,50 $ (CAD) par session"
CEA-10671,FMRL - Éspace René-Levesque,"120 Boulevard Gérard D. Levesque , New Carlisle, QC, G0C 1Z0",Level2,48.009787,-65.32395,"1,00 $ (CAD) de l'heure"
CEA-10524,519 | BSR | PMR | 5465 St-Denis,"5465 rue St-Denis, Montréal, QC, H2J 4B7",Level2,45.529242,-73.594302,"1,00 $ (CAD) de l'heure"
CEA-316,CÉGEP de Jonquière,"2505 rue Saint Hubert, Jonquière, QC, G7X 7W2",Level2,48.40421697,-71.24550194,"2,50 $ (CAD) par session"
CEA-11317,1604 | BSR | LAS | 18 Strathyre,"18 Avenue Strathyre, Montréal, QC, H8R 3P7",Level2,45.426174,-73.659498,"1,00 $ (CAD) de l'heure"
CEA-10367,203 | BSR | VSMPE | 7501 rue St-Denis,"7501 rue St-Denis, Montréal, QC, H2R 2E7",Level2,45.540232,-73.620191,"1,00 $ (CAD) de l'heure"
CEA-10706,212 | BSR | VSMPE | 4085A Bélanger,"4085 rue Belanger, Montréal, QC, H1X 1B9",Level2,45.56475,-73.58761,"1,00 $ (CAD) de l'heure"
CEA-10530,515 | BSR | PMR | 4801 Papineau,"4801 Avenue Papineau, Montréal, QC, H2H 1V7",Level2,45.534713,-73.577941,"1,00 $ (CAD) de l'heure"
CEA-10773,Forestville - Bureau touristique,"228 route 138 Ouest, Forestville, QC, G0T 1E0",Level2,48.726843,-69.09808,"1,00 $ (CAD) de l'heure"
CEA-10731,221 | BSR | VSMPE | 2200 Jean-Talon E,"2200 Jean-Talon E, Montréal, QC, H2E 2R1",Level2,45.551248,-73.603772,"1,00 $ (CAD) de l'heure"
CEA-10538,513 | BSR | PMR | 5030 St-Denis,"5030 St-Denis, Montréal, QC, H2J 2L9",Level2,45.526792,-73.589348,"1,00 $ (CAD) de l'heure"
CEA-112,RONA - St-Jérôme,"1025 Jean-Baptiste-Rolland O, St-Jérôme, QC, J7Y 4Y7",Level2,45.767139,-74.019012,"1,00 $ (CAD) de l'heure"
CEA-10705,409 | BSR | MHM | 3450 Ontario,"3450 Ontario, Montréal, QC, H1W 1R2",Level2,45.544099,-73.544871,"1,00 $ (CAD) de l'heure"
CEA-387,Ville de Lyster - Caisse Populaire,"635 rue Laurier, Lyster, QC, G0S 1V0",Level2,46.37108794,-71.61240149,"2,50 $ (CAD) par session"
CEA-179,1180 | BHR | MN | 4243 de Charleroi : Hôtel de Ville,"4243 rue de Charleroi, Montréal, QC, H1H 5R5",Level2,45.594043,-73.63755,"2,50 $ (CAD) par session"
CEA-10938,720 | BSR | CDN-NDG | 3165 Côte Ste-Catherine,"3165A Côte Ste-Catherine, Montréal, QC, H3T 1C4",Level2,45.503899,-73.622842,"1,00 $ (CAD) de l'heure"
CEA-10350,707 | BSR | CDN-NDG | 3506 Lacombe,"3506 ave. Lacombe, Montréal, QC, H3T 1M1",Level2,45.4974,-73.622784,"1,00 $ (CAD) de l'heure"
CEA-10803,Longueuil - Parc Michel Chartrand,"1895 rue Adoncour, Longueuil, QC, J4J 5G8",Level2,45.542946,-73.47178,"1,00 $ (CAD) de l'heure"
CEA-10285,401 | BSR | MHM | 4119 Ontario Est,"4119 Rue Ontario E, Montréal, QC, H1V 1J7",Level2,45.55096,-73.540898,"1,00 $ (CAD) de l'heure"
CEA-025,Drummondville - Stationnement Hériot,"25 rue du Pont, Drummondville, QC, J2C 6B9",Level2,45.885964,-72.488665,"1,00 $ (CAD) de l'heure"
CEA-033,282 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal,"9235 Avenue Papineau, Montréal, QC, H2M 2G5",Level2,45.562243,-73.63818,"2,50 $ (CAD) par session"
CEC-00057,BRCC - CDSMML - New Richmond,"116 boul. Perron Ouest, New Richmond, QC, G0C 2B0",FastDC,48.161172,-65.85714,"10,00 $ (CAD) de l'heure"
CEA-11277,Parc régional du Mont-Ham,"103 Route 257 Ouest, Ham-Sud, QC, J0B 3J0",Level2,45.779984,-71.643339,"1,00 $ (CAD) de l'heure"
CEA-10493 ,Abbaye de Saint-Benoît-du-Lac,"1 rue Principale, Saint-Benoît-du-Lac, QC, J0B 2M0",Level2,45.167612,-72.272,"1,00 $ (CAD) de l'heure"
CEA-10279,306 | BSR | RPP | 3189 Masson,"3189 Rue Masson , Montréal, QC, H1Y 1Y2",Level2,45.550345,-73.573841,"1,00 $ (CAD) de l'heure"
CEA-10642,Sur Rue - Repentigny - Bibliothèque,"1 Place d'Evry, Repentigny, QC, J6A 8H7",Level2,45.740987,-73.452365,"1,00 $ (CAD) de l'heure"
CEA-10859,111 | BSR | AC | 55 Cremazie O,"55 boul. Crémazie O, Montréal, QC, H2N 1L3",Level2,45.541031,-73.642792,"1,00 $ (CAD) de l'heure"
CEC-00063,BRCC - CDSMML - Chandler,"125 boul. René Lévesque Ouest, Chandler, QC, G0C 1K0",FastDC,48.349331,-64.683954,"10,00 $ (CAD) de l'heure"
CEC-00069,BRCC - Ville d'Amos,"222, 1ère Avenue Est, Amos, QC, J9T 1H3",FastDC,48.571485,-78.110018,"10,00 $ (CAD) de l'heure"
CEA-10993,Municipalité de Saint-Adrien,"1589 Principale, Saint-Adrien, QC, J0A 1C0",Level2,45.8195769,-71.7250025,"1,00 $ (CAD) de l'heure"
CEC-00122,BRCC - Comfort INN / La Cage Mont-Laurier,"700 Boulevard Albiny Paquette, Mont-Laurier, QC, J9L 1L4",FastDC,46.550849,-75.492385,"10,00 $ (CAD) de l'heure"
CEA-10062,St-Hubert - St-Liboire,"1145 rang St-Édouard, St-Liboire, QC, J0H 1R0",Level2,45.688036,-72.805937,"1,00 $ (CAD) de l'heure"
CEA-10555,Monit Investments,"1000 Sherbrooke Ouest, Montréal, QC, H3A 3G4",Level2,45.502062,-73.57476,"1,00 $ (CAD) de l'heure"
CEA-10513,CÉGEP de Granby,"235 Rue Saint-Jacques, Granby, QC, J2G 3N1",Level2,45.399479,-72.729227,"1,00 $ (CAD) de l'heure"
CEA-396,St-Paul-de-l'île-aux-Noix - Hôtel de Ville,"959 rue Principale, Île-aux-Noix, QC, J0J 1G0",Level2,45.130837,-73.27736,"2,50 $ (CAD) par session"
CEA-10266,FCR - Carrefour Belvédère Sherbrooke,"415 Belvédère Sud, Sherbrooke, QC, J1H 4B7",Level2,45.396182,-71.896072,"1,00 $ (CAD) de l'heure"
CEA-10379,702 | BSR | CDN-NDG | 5252 Sherbrooke O,"5252 Sherbrooke O, Montréal, QC, H4A 3K5",Level2,45.474621,-73.608302,"1,00 $ (CAD) de l'heure"
CEA-10403,Cowansville - Parc centre ville,"175 rue Principale, Cowansville, QC, J2K 3L9",Level2,45.207871,-72.74473,"1,00 $ (CAD) de l'heure"
CEA-10139,Collège Laval,"1275 Avenue du Collège, Laval, QC, H7C 1W8",Level2,45.615499,-73.648099,"2,50 $ (CAD) par session"
CEC-00061,BRCC - Centre commercial Rivière-du-Loup,"298 Boul. Armand-Thériault, Rivière-du-Loup, QC, G5R 4C2",FastDC,47.825886,-69.5494,"10,00 $ (CAD) de l'heure"
CEA-10623,CSRS - Du Triolet pavillon II,"2965 boul. de L'Université, Sherbrooke, QC, J1K 1W7",Level2,45.382714,-71.945352,"1,00 $ (CAD) de l'heure"
CEA-10777,418 | BSR | MHM | 8355 Notre-Dame,"8355 Notre-Dame, Montréal, QC, H1L 3L2",Level2,45.594272,-73.511316,"1,00 $ (CAD) de l'heure"
CEB-10179,Fairmont Le Reine Elizabeth,"900 René-Lévesque Ouest, Montréal, QC, H3B 4A5",Level2,45.5013504,-73.56759644,"2,50 $ (CAD) par session"
CEA-10567,1412 | BSR | SLA | 3100 Toupin,"3100 Toupin, Montréal, QC, H4K 2V4",Level2,45.517305,-73.726967,"2,50 $ (CAD) par session"
CEB-10058,Ville de Sherbrooke - Grenouillière,"50 rue Meadow, Sherbrooke, QC, J1H 5H9",Level2,45.40346909,-71.89077759,"1,00 $ (CAD) de l'heure"
CEC-90004,DCFC - Ottawa - Terry Fox Park’N Ride,"195 Roland Michener Dr, Kanata, ON, K2T 1G7",FastDC,45.308005,-75.909408,"17,00 $ (CAD) de l'heure"
CEA-11215,824 | BSR | SO | 1306 Olier,"1306 Rue Olier, Montréal, QC, H3C 1W4",Level2,45.490105,-73.55968,"1,00 $ (CAD) de l'heure"
CEA-10025,605 | BSR | VM | 265 St-Antoine,"301 rue St-Antoine Ouest, Montréal, QC, H2Z 1H5",Level2,45.503582,-73.56019,"1,00 $ (CAD) de l'heure"
