Nom de la borne de recharge,Nom du parc,Adresse,Niveau de recharge,Latitude,Longitude,Coût
AAA-10257,FLO - Canadian Tire - Milton,"20 Market Dr, Milton, ON, L9T 3H5",Level2,43.523499,-79.899493,"1,50 $ (CAD) de l'heure"
AAA-10151,CSRS - École Desjardins,"1080 rue des Jardins-fleuris , Sherbrooke, QC, J1E 1J7",Level2,45.418382,-71.8652,"1,00 $ (CAD) de l'heure"
AAA-10721,City of Kingston - Invista Centre (Level 2),"1350, Gardiners Road, Kingston , ON, K7P 2Y2",Level2,44.274971,-76.567766,"0,00 $ (CAD) par session"
AAB-10536,Nation Waban-Aki - Wolinak,"10175 Rue Kolipaio, Wolinak, QC, G0X 1B0",Level2,46.328435,-72.422439,"1,00 $ (CAD) de l'heure"
AAB-11969,BCIT - Curbside 812 Colburn St,"812 Colborne St, New Westminister, BC, V3L 1X6",Level2,49.221534,-122.914329,"0,00 $ (CAD) par session"
AAB-12920,"SQI – 1 rue Notre-Dame, Montréal","1 Notre Dame Est, Montréal, QC, H2Y 1B6",Level2,45.507275,-73.55791,"1,00 $ (CAD) de l'heure"
AAB-10751,CÉGEP de Drummondville,"960, rue Saint-Georges, Drummondville, QC, J2C 6A2",Level2,45.87348006,-72.5048208,"1,00 $ (CAD) de l'heure"
AAA-10357,Complexe Johnson,"1200 boul. Daniel Johnson O., Saint Hyacinthe, QC, J2S 7K7",Level2,45.64132,-72.9686,"1,00 $ (CAD) de l'heure"
AAA-10280,FLO - Cadillac Fairview - Champlain Place,"477 Paul St., Dieppe, NB, E1A 4X5",Level2,46.096721,-64.759223,"1,25 $ (CAD) de l'heure"
AAA-10950,FLO – Lumicité Complexe Commercial,"4500 Chemin du Crépuscule, Saint-Mathieu-de-Beloeil, QC, J3G 0R2",Level2,45.587949,-73.284225,"0,85 $ (CAD) de l'heure"
AAB-10471,Ville de Delson,"50 Rue Sainte Thérèse, Delson, QC, J5B 2B2",Level2,45.375719,-73.541884,"0,00 $ (CAD) de l'heure"
AAA-10490,Town of Creston - Cook Street Parking Lot,"1102 Cook St, Creston, BC, V0B 1G0",Level2,49.094842,-116.5114,"0,00 $ (CAD) de l'heure"
AAA-161,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC, H3A 3J5",Level2,45.502156,-73.572229,"1,00 $ (CAD) de l'heure"
AAC-00038,Sobeys Liverpool,"180 Bristol Ave, Liverpool, NS, B0T 1K0",FastDC,44.047045,-64.721991,"15,00 $ (CAD) de l'heure"
AAA-10938,FLO – Lumicité Complexe Commercial,"4500 Chemin du Crépuscule, Saint-Mathieu-de-Beloeil, QC, J3G 0R2",Level2,45.587949,-73.284225,"0,85 $ (CAD) de l'heure"
AAB-10457,PCI Marine Gateway P2,"489 Interurban Way, Vancouver, BC, V5X 0C7",Level2,49.209422,-123.1165,"0,00 $ (CAD) de l'heure"
AAA-10495,Village of Montrose - Village Office,"556, 11th Avenue, Montrose, BC, V0G 1P0",Level2,49.079129,-117.593965,"0,00 $ (CAD) par session"
AAB-13663,FLO – Granite Homes,"7 Edinburgh Road South, Guelph, ON, N1H 5N8",Level2,43.537338,-80.257931,"1,50 $ (CAD) de l'heure"
AAC-00083,Simons - Galeries de la Capitale,"5401 Boulevard des Galeries, Québec, QC, G2K 1N4",FastDC,46.831724,-71.298731,"10,00 $ (CAD) de l'heure"
AAB-10702,Niagara Falls - Municipal Parking Lot #18,"4873 Kitchener St, Niagara Falls, ON, L2G 1A6",Level2,43.095661,-79.074282,"0,00 $ (CAD) de l'heure"
AAC-00036,Best Western Bridgewater,"527 Highway 10, Cookville, NS, B4V 7P4",FastDC,44.400417,-64.539273,"15,00 $ (CAD) de l'heure"
AAA-10679,Kingston - Emily Street,"34-2 Emily St., Kingston, ON, K7L 2W2",Level2,44.222684,-76.488747,"0,00 $ (CAD) de l'heure"
AAA-10197,Cégep Trois-Rivières - Stationnement Papineau,"rue Marguerite-Bourgeoys, Trois-Rivières, QC, G8Z 3T1",Level2,46.355034,-72.57017,"1,00 $ (CAD) de l'heure"
AAA-207,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5",Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure"
AAB-12240,SQ - Magog,"4080 Rue Sherbrooke, Magog, QC, J1X 5R2",Level2,45.297228,-72.102367,"1,00 $ (CAD) de l'heure"
AAC-00007,Icarus - Guelph,"218 Silver Creek Parkway N, Guelph, ON, G9N 0A3",FastDC,43.542703,-80.28544,"18,00 $ (CAD) de l'heure"
AAB-10593,SJHC - OLM Garage,"30 The Queensway, Toronto, ON, M6R 1B5",Level2,43.641067,-79.450148,"2,00 $ (CAD) de l'heure"
AAB-12933,North York Center,"5160, Yonge Street, Toronto, ON, M2N 6L9",Level2,43.768915,-79.414013,"1,05 $ (CAD) de l'heure"
NBA-10011,NBP - IOL Lincoln,"415 Nevers Road, Waasis, NB, E3B 9E1",Level2,45.8508485,-66.5596947,"1,50 $ (CAD) de l'heure"
AAC-00009,Glooscap Ventures,"45 Sweetgrass Road, Lockhartville, NS, B0P 1P0",FastDC,45.067338,-64.22108,"12,00 $ (CAD) de l'heure"
AAB-12621,Kingston - Rideau Heights Community Center & Library,"85 MacCauley St, Kingston, ON, K7K 2V8",Level2,44.265464,-76.483097,"0,00 $ (CAD) par session"
AAB-11304,Laval Volkswagen,"777 Boul. Charest, Quebec, QC, G1N 2C6",Level2,46.80342,-71.24438,"1,00 $ (CAD) de l'heure"
AAA-277,Burnaby Association for Community Inclusion (BACI),"2702 Norland Avenue, Burnaby, BC, V5B 3A6",Level2,49.259821,-122.982448,"0,00 $ (CAD) de l'heure"
AAA-242,Canadian Tire - 26 SW Marine Drive Vancouver,"26 SW Marine Drive, Vancouver, BC, V5X 0A7",Level2,49.210666,-123.107514,"0,00 $ (CAD) par session"
AAA-407,Complexe Jules-Dallaire,"2820 boulevard Laurier, Québec, QC, G1V 0B9",Level2,46.767854,-71.28911,"1,00 $ (CAD) de l'heure"
AAB-12204,SQI - 201 Place Charles-Le Moyne,"201 Place Charles-Le Moyne, Longueuil, QC, J4V 2K7",Level2,45.52623,-73.518571,"1,00 $ (CAD) de l'heure"
AAA-10425,FLO - CF Shops at Don Mills,"1090 Don Mills Rd, Toronto, ON, M3C 3R6",Level2,43.735299,-79.345475,"1,50 $ (CAD) de l'heure"
AAB-13041,Clinique Vaudreuil,"65, Boulevard Cité des Jeunes, Vaudreuil, QC, J7V 8C1",Level2,45.402829,-74.037177,"1,00 $ (CAD) de l'heure"
AAA-329,Port Alberni - Harbour Quay,"2900 Harbour Rd, Port Alberni, BC, V9Y 7X2",Level2,49.234651,-124.81381,"0,00 $ (CAD) de l'heure"
NBA-10009,NBP - Tim Horton's,"330 Main Street, Doaktown, NB, E9C 1A9",Level2,46.5537783,-66.13624,"1,50 $ (CAD) de l'heure"
AAB-12662,County of Lambton 6 - North Lambton Lodge,"39 Morris Street, Forest, ON, N0N 1J0",Level2,43.092306,-81.994718,"1,91 $ (CAD) de l'heure"
AAB-12169,Surrey Operations Centre - Visitors Parking,"13450 104 Avenue, Surrey, BC, V3T 1V8",Level2,49.123635,-122.812769,"0,00 $ (CAD) de l'heure"
AAB-00326,Laval - Caserne 2,"3000 boul. du Souvenir, Laval, QC, H7V 4B4",Level2,45.554723,-73.73651,"1,00 $ (CAD) de l'heure"
AAA-10689,FLO - Canadian Tire - Burlington,"2070 Appleby Line, Burlington, ON, L7L 6M6",Level2,43.396617,-79.795893,"1,50 $ (CAD) de l'heure"
AAC-00066,FLO - CF Fairview Pointe Claire,"6801 Autoroute Transcanadienne, Pointe-Claire, QC, H9R 5J2",FastDC,45.462572,-73.830565,"15,00 $ (CAD) de l'heure"
NBC-10018,NBP - IOL Lepreau Village Road,"7386 Lepreau Village Road, Lepreau, NB, E5J 1N2",FastDC,45.1728056,-66.46465,"15,00 $ (CAD) de l'heure"
AAB-10090,NBCC - Miramichi Site,"80 University Ave, Miramichi, NB, E1N 2W8",Level2,47.024652,-65.46581,"0,00 $ (CAD) de l'heure"
AAA-118,Ville de Joliette - Place Bourget,"37 Place Bourget Sud, Joliette, QC, J6E 5E3",Level2,46.024253,-73.440031,"1,00 $ (CAD) de l'heure"
AAB-13110,University St-Francis Xavier - Bloomfield Centre,"5555 Union Place, Antigonish , NS, B2G 2W5",Level2,45.616975,-61.993613,"1,00 $ (CAD) de l'heure"
AAA-10290,County of Oxford - 21 Reeve St,"21 Reeve St., Woodstock, ON, N4S 3G1",Level2,43.129756,-80.755021,"2,00 $ (CAD) de l'heure"
AAA-10311,FLO - Pacific Centre HSBC,"885 West Georgia, Vancouver, BC, V6C 2G2",Level2,49.283763,-123.1197,"0,00 $ (CAD) de l'heure"
NBC-10002,NBP - IOL Youngs Cove,"10995 Route 10, Youngs Cove, NB, E4C 2G5",FastDC,45.9421,-65.831729,"15,00 $ (CAD) de l'heure"
AAB-12200,SQI - Place Laval,"5 Place Laval, Laval, QC, H7N 0C1",Level2,45.579843,-73.703744,"1,00 $ (CAD) de l'heure"
AAB-10750,CÉGEP de Drummondville,"960, rue Saint-Georges, Drummondville, QC, J2C 6A2",Level2,45.87348006,-72.5048208,"1,00 $ (CAD) de l'heure"
AAA-256,Nanaimo District Secondary School,"355 Wakesiah Ave, Nanaimo, BC, V9R 3K5",Level2,49.161882,-123.962438,"0,00 $ (CAD) par session"
AAB-11492,SQI - Palais de justice de Laval,"2800 boul. St-Martin Ouest, Laval, QC, H7T 2S9",Level2,45.560604,-73.739755,"1,00 $ (CAD) de l'heure"
AAA-10182,Icarus Power - Welland EVCO L2,"200 Fitch St, Welland, ON, L3C 2S2",Level2,42.995371,-79.266039,"2,00 $ (CAD) de l'heure"
AAA-10212,Ameublement Tanguay - Trois-Rivières,"2200 Boulevard des Vitrines, Trois-Rivières, QC, G9B 1T9",Level2,46.3194444,-72.5855,"1,00 $ (CAD) de l'heure"
AAA-10678,FLO - Canadian Tire - Woodbridge,"3850 Hwy 7, Woodbridge, ON, L4L 9C3",Level2,43.790349,-79.55176,"1,50 $ (CAD) de l'heure"
AAA-11012,École primaire La Mennais,"2881 Ste-Marie, Mascouche, QC, J7K 3B8",Level2,45.749867,-73.60447,"1,00 $ (CAD) de l'heure"
AAA-530,Alexis Nihon,"1500 Avenue Atwater, Montréal, QC, H3Z 1X5",Level2,45.488728,-73.58551,"1,00 $ (CAD) de l'heure"
AAB-11747,Alectra - St-Catharines City Hall,"50 Church St, St-Catharines, ON, L2R 7C2",Level2,43.15946,-79.246989,"0,00 $ (CAD) par session"
AAA-10483,La Saguenéenne Hôtel et Centre de Congrès,"250 Rue des Saguenéens, Chicoutimi, QC, G7H 3A4",Level2,48.403962,-71.063751,"2,50 $ (CAD) par session"
AAB-10067,ENPQ - Complexe de tir,"350 rue Marguerite-d'Youville, Nicolet, QC, J3T 1X4",Level2,46.228924,-72.61813,"1,00 $ (CAD) de l'heure"
AAB-12116,SQI - Palais de justice de Rimouski,"335 Rue Moreault, Rimouski, QC, G5L 9C8",Level2,48.46127,-68.51688,"1,00 $ (CAD) de l'heure"
AAA-10332,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC, H3A 1N4",Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure"
AAB-10606,Hôtel Château Laurier Québec,"1220 Place George V O, Ville de Québec, QC, G1R 5B8",Level2,46.806663,-71.21517,"1,00 $ (CAD) de l'heure"
AAA-610,Benny & Co. - St-Luc,"9 rue Moreau, Saint-Luc, QC, J2W 1J1",Level2,45.350914,-73.293042,"1,00 $ (CAD) de l'heure"
AAB-11569,Granville Island - Old Bridge St Indoor Lot,"1416 Old Bridge Street, Vancouver, BC, V6H 3S6",Level2,49.27073225,-123.1341979,"0,00 $ (CAD) par session"
AAC-00045,Fast Fuel Coldbrook,"7203 Nova Scotia Trunk 1  , Coldbrook, NS, B4R 1A2",FastDC,45.068139,-64.56513,"15,00 $ (CAD) de l'heure"
AAB-11486,SQI - Palais de justice de Joliette (Visiteur),"440-450 Rue Saint-Louis, Joliette, QC, J6E 7Y8",Level2,46.026192,-73.442,"1,00 $ (CAD) de l'heure"
AAB-12334,Centennial College - Progress Campus Parking Lots 2-3,"941 Progress Ave, Scarborough, ON, M1G 3T8",Level2,43.785227,-79.230121,"0,00 $ (CAD) par session"
AAB-10860,Strata - The Bentley - BCS1399,"1001 Homer street, Vancouver, BC, V6B 1M9",Level2,49.27728,-123.120634,"1,00 $ (CAD) de l'heure"
AAA-10617,Memorial Park,"810 9th Ave South, Golden, BC, V0A 1H0",Level2,51.297911,-116.964431,"0,00 $ (CAD) de l'heure"
AAB-12081,SQI - Palais de justice de Montréal (Rue Bellechasse),"410  Rue de Bellechasse, Montréal, QC, H2S 1X3",Level2,45.532648,-73.600372,"1,00 $ (CAD) de l'heure"
AAA-10336,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC, H3A 1N4",Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure"
AAB-10961,NVRC - Delbrook,"600 W Queens Rd, North Vancouver, BC, V7N 2L3",Level2,49.33614,-123.092582,"0,00 $ (CAD) par session"
AAB-11239,Jewel I,"6188 Wilson Ave, Burnaby, BC, V5H 2S8",Level2,49.227617,-123.011022,"2,00 $ (CAD) de l'heure"
AAB-10898,"FleetCarma - 60 Northland Rd, Waterloo","2-60 Northland Road, Waterloo, ON, N2V 2B8",Level2,43.508397,-80.531254,"1,00 $ (CAD) de l'heure"
AAB-12597,Kingston - Artillery Park Aquatic Center,"382 Bagot St , Kingston, ON, K7K 5V1",Level2,44.234034,-76.484431,"0,00 $ (CAD) par session"
NBA-10028,Parc provincial De le République provincial park,"31 rue Principale, St Jacques, NB, E7B 1V6",Level2,47.437359,-68.3921592,"1,50 $ (CAD) de l'heure"
AAA-372,FLO - AddÉnergie Mississauga,"7420 Airport Road West, suite 106, Mississauga, ON, L4T 4E5",Level2,43.711733,-79.653956,"1,00 $ (CAD) par session"
AAB-11802,Alectra - 2185 Derry Rd,"2185 Derry Rd W, Mississauga, ON, L5N 7A6",Level2,43.60589,-79.75566,"0,00 $ (CAD) de l'heure"
AAA-302,Okanagan College - Vernon Campus,"7000 College Way, Vernon, BC, V1B 2N5",Level2,50.235224,-119.282323,"0,00 $ (CAD) de l'heure"
AAB-13428,Region of Peel - 7120 Hurontario St.,"7120 Hurontario St, Mississauga, ON, L5S 1Z8",Level2,43.647357,-79.709644,"0,00 $ (CAD) par session"
NBC-10012,NBP - Atlantic Host Hotel,"1450 boul Vanier , Bathurst, NB, E2A 7B7",FastDC,47.6389417,-65.7044058,"15,00 $ (CAD) de l'heure"
AAB-11766,ARQ - 3800 rue Marly,"3800 rue Marly, Québec, QC, G1X 4A5",Level2,46.751967,-71.331799,"1,00 $ (CAD) de l'heure"
AAB-10467,PCI Marine Gateway P2,"489 Interurban Way, Vancouver, BC, V5X 0C7",Level2,49.209422,-123.1165,"0,00 $ (CAD) de l'heure"
AAA-10873,Okanagan College - Vernon Campus,"7000 College Way, Vernon, BC, V1B 2N5",Level2,50.235224,-119.282323,"0,00 $ (CAD) par session"
AAA-10647,FLO - Canadian Tire - Mississauga Dundas St.,"1202 Dundas St E, Mississauga, ON, L4Y 2C1",Level2,43.604555,-79.588165,"1,50 $ (CAD) de l'heure"
AAA-10291,FLO - Cadillac Fairview - Markville Mall,"5000 Hwy 7, Markham, ON, L3R 4M9",Level2,43.868027,-79.28659,"1,50 $ (CAD) de l'heure"
AAB-12436,SQI - Poste SQ de Lachute,"350 Avenue Béthany, Lachute, QC, J8H 2N2",Level2,45.721538,-74.330195,"1,00 $ (CAD) de l'heure"
AAA-090,Pneus Ratté Trois-Rivières,"2420 boul. des Récollets, Trois-Rivières, QC, G8Z 3X7",Level2,46.336719,-72.57842,"1,00 $ (CAD) de l'heure"
AAB-10590,Niagara Falls - Municipal Parking Lot #18,"4873 Kitchener St, Niagara Falls, ON, L2G 1A6",Level2,43.095661,-79.074282,"0,00 $ (CAD) de l'heure"
AAB-12115,SQI - Palais de justice de Rimouski,"335 Rue Moreault, Rimouski, QC, G5L 9C8",Level2,48.46127,-68.51688,"1,00 $ (CAD) de l'heure"
AAA-10597,Sobeys Elmsdale,"267 Route NS 214, Elmsdale, NS, B2S 1K1",Level2,44.976079,-63.50715,"1,50 $ (CAD) de l'heure"
AAA-10329,Ivanhoé Cambridge - Maison Manuvie,"900 Boul, De Maisonneuve Ouest, Montréal, QC, H3A 1N4",Level2,45.501544,-73.572989,"1,00 $ (CAD) de l'heure"
AAA-10581,FLO - CF Sherway Gardens,"25 The West Mall , Etobicoke, ON, M9C 1B8",Level2,43.612973,-79.559993,"1,50 $ (CAD) de l'heure"
AAA-10278,FLO - The Electric Vehicle Discovery Centre,"1126 Finch Ave. West, North York, ON, M3J 3J6",Level2,43.767541,-79.475888,"0,00 $ (CAD) par session"
AAA-134,FLO - Usine AddÉnergie,"533 Avenue de la Montagne, Shawinigan, QC, G9N 0A3",Level2,46.561736,-72.77434,"0,00 $ (CAD) par session"
AAA-10588,FLO - Canadian Tire - Red Deer,"5908 Gaetz Ave., Red Deer, AB, T4N 4C3",Level2,52.278975,-113.814606,"2,00 $ (CAD) de l'heure"
NBC-10007,NBP - Magnetic Hill Irving,"2731 Mountain Road, Moncton, NB, E1G 2W5",FastDC,46.1334968,-64.885698,"15,00 $ (CAD) de l'heure"
AAB-12033,SQI - Palais de Justice St-Jérôme,"25 De Martigny O, Saint-Jérôme, QC, J7Y 4Z1",Level2,45.779194,-74.008444,"1,00 $ (CAD) de l'heure"
AAB-12586,Yale Secondary,"34260 Old Yale Rd, Abbotsford, BC, V2S 7S6",Level2,49.048444,-122.263972,"0,00 $ (CAD) par session"
AAB-00491,Morguard - Place Innovation Coop 2,"2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6",Level2,45.481122,-73.75982,"1,00 $ (CAD) de l'heure"
AAB-12189,SQI - Palais de Justice St-Jérôme,"25 De Martigny O, Saint-Jérôme, QC, J7Y 4Z1",Level2,45.779194,-74.008444,"1,00 $ (CAD) de l'heure"
AAA-338,City of Langford - City Centre Park,"1089 Langford Pkwy, Victoria, BC, V9B 0A5",Level2,48.443185,-123.521336,"0,00 $ (CAD) de l'heure"
AAB-12289,Travino,"740, 742, 747, 745, 741 Travino Lane, Victoria, BC, V8Z 0E2",Level2,48.496296,-123.393043,"2,00 $ (CAD) de l'heure"
AAA-286,Esquimalt Municipal Hall and Library,"1229 Esquimalt Rd, Victoria, BC, V9A 3P2",Level2,48.429684,-123.414071,"1,00 $ (CAD) de l'heure"
NBA-10043,NBP - Campbellton,"157 Water Street, Campbellton, NB, E3N 3L4",Level2,48.0074554,-66.6761789,"1,50 $ (CAD) de l'heure"
AAB-11221,Pharmacie Jean-Coutu #124 - Châteauguay,"237 Boul. St-Jean Baptiste, Chateauguay, QC, J6K 3C3",Level2,45.34776,-73.723068,"1,00 $ (CAD) de l'heure"
AAA-175,Centre Eaton,"705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5",Level2,45.503249,-73.57027,"1,00 $ (CAD) de l'heure"
AAB-00088,SQI - 1665 boul. Hamel,"1665 boul. Wilfrid-Hamel, Québec, QC, G1N 3Y7",Level2,46.804145,-71.27645,"1,00 $ (CAD) de l'heure"
AAB-10871,SSQ - Tour SSQ,"1225 Rue Saint-Charles Ouest, Longueuil, QC, J4K 1A7",Level2,45.522742,-73.520682,"1,00 $ (CAD) de l'heure"
AAA-10274,FLO - Canadian Tire - Milton,"20 Market Dr, Milton, ON, L9T 3H5",Level2,43.523499,-79.899493,"1,50 $ (CAD) de l'heure"
AAA-10480,MTL - Aréna Bill Durnan (0610),"4988, rue Vézina, Montréal, QC, H3W 1C1",Level2,45.494898,-73.644266,"2,50 $ (CAD) par session"
AAA-10623,Premium Outlet Collection EIA,"1 Outlet Collection Way Unit 1, Edmonton International Airport, AB, T9E 1J5",Level2,53.303274,-113.555407,"0,00 $ (CAD) par session"
AAB-11871,Police Station,"107 King Street West, Cobourg, ON, K9A 2W4",Level2,43.959333,-78.170147,"0,00 $ (CAD) par session"
AAA-10612,Via Rail Inc. - Toronto Maintenance Centre,"50C Drummond St., Etobicoke, ON, M8V 4B5",Level2,43.609436,-79.507395,"2,00 $ (CAD) par session"
NBA-10007,NBP - Magnetic Hill Irving,"2731 Mountain Rd, Moncton, NB, E1G 2W5",Level2,46.1334968,-64.885698,"1,50 $ (CAD) de l'heure"
AAA-253,Édifice de la Haute-Ville Québec,"700 boul. René-Lévesque Est, Québec, QC, G1R 5A9",Level2,46.80943,-71.218189,"1,00 $ (CAD) de l'heure"
AAA-201,Ville de Joliette - 415 rue Saint-Viateur,"415 rue St-Viateur, Joliette, QC, J6E 3B2",Level2,46.025573,-73.439878,"1,00 $ (CAD) de l'heure"
AAB-10091,NBCC – Woodstock Site,"100 Broadway Street, Woodstock, NB, E7M 5C5",Level2,46.148354,-67.57511,"0,00 $ (CAD) de l'heure"
AAB-10952,Carrefour Santé 440,"4650, Desserte Sud, Aut. 440 O, Laval, QC, H7T 2Z8",Level2,45.558388,-73.793597,"1,00 $ (CAD) de l'heure"
AAA-10964 ,Place Pincourt,"3645 Chemin Gascon, Mascouche, QC, J7L 3X6",Level2,45.735852,-73.682209,"1,00 $ (CAD) de l'heure"
AAA-266,City of Victoria - Broughton Street Parkade,"745 Broughton St, Victoria, BC, V8W 3H2",Level2,48.42342,-123.363998,"0,00 $ (CAD) par session"
AAA-344,Thompson Rivers University - Parking lot F,"900 McGill Road, Kamloops, BC, V2C 0C8",Level2,50.671108,-120.365312,"0,00 $ (CAD) par session"
AAB-12587,Yale Secondary,"34260 Old Yale Rd, Abbotsford, BC, V2S 7S6",Level2,49.048444,-122.263972,"0,00 $ (CAD) par session"
AAB-11584,Caisse Desjardins Saint-Hyacinthe,"3050 Boul Laframbroise, Saint-Hyacinthe, QC, J2S 4Z4",Level2,45.636346,-72.96633,"0,00 $ (CAD) de l'heure"
AAA-10181,FLO - Marché Lambert - St-Bruno,"23 Boulevard Seigneurial O, Saint-Bruno-de-Montarville, QC, J3V 2G9",Level2,45.524259,-73.340001,"1,00 $ (CAD) de l'heure"
AAA-142,Édifice de la Haute-Ville Québec,"700 boul. René-Lévesque Est, Québec, QC, G1R 5A9",Level2,46.80943,-71.218189,"1,00 $ (CAD) de l'heure"
AAB-11786,Ancam Solutions Company Ltd.,"2009 Wyecroft Rd, Oakville, ON, L6L 6J4",Level2,43.421889,-79.72351,"3,00 $ (CAD) de l'heure"
AAA-10326,Centre Commercial Citadin,"6515 des Alpes, Trois-Rivières, QC, G9C 0L8",Level2,46.353787,-72.617491,"0,00 $ (CAD) de l'heure"
AAA-176,Centropolis,"2800 rue du Cosmodome, Laval, QC, H7T 2X1",Level2,45.56375788,-73.7415245,"1,00 $ (CAD) de l'heure"
AAB-00398,The Westin Nova Scotian,"1081 Hollis Street, Halifax, NS, B3H 2P6",Level2,44.640425,-63.56858,"1,00 $ (CAD) de l'heure"
AAA-10285,FLO - Cadillac Fairview - Markville Mall,"5000 Hwy 7, Markham, ON, L3R 4M9",Level2,43.868027,-79.28659,"1,50 $ (CAD) de l'heure"
AAA-10443,The Pen Centre Partnership with CAA Niagara,"221 Glendale Ave., St. Catherines, ON, L2T 2K9",Level2,43.135003,-79.224239,"1,50 $ (CAD) de l'heure"
AAA-10471,McMaster University - Lot B,"1280 Main St. West, Hamilton, ON, L8S 4L8",Level2,43.263276,-79.9166,"0,00 $ (CAD) de l'heure"
AAA-593,CSP - Secondaire Chambly,"535 Boul. Brassard, Chambly, QC, J3L 6H3",Level2,45.448736,-73.30189,"1,00 $ (CAD) de l'heure"
AAA-10385,Complexe Johnson,"1200 boul. Daniel Johnson O., Saint Hyacinthe, QC, J2S 7K7",Level2,45.64132,-72.9686,"1,00 $ (CAD) de l'heure"
AAB-12194,SQI - Place Laval,"5 Place Laval, Laval, QC, H7N 0C1",Level2,45.579843,-73.703744,"1,00 $ (CAD) de l'heure"
AAB-11126,2425 Matheson Blvd E,"2425 Matheson Blvd E, Mississauga, BC, L4W 5K4",Level2,43.657361,-79.603851,"1,00 $ (CAD) de l'heure"
AAB-11368,Wilfrid Laurier University,"75 University Ave W, Waterloo, ON, N2L 3C5",Level2,43.4759558,-80.5299246,"0,00 $ (CAD) de l'heure"
AAA-10646,FLO - Canadian Tire - Mississauga Dixie Rd,"5067 Dixie Rd, Mississauga, ON, L4W 5S6",Level2,43.636621,-79.621466,"1,50 $ (CAD) de l'heure"
AAA-10444,Montréal - Marché Central - 1025 rue Marché Central,"1025 rue Marché Central, Montréal, QC, H4N 3K1",Level2,45.534841,-73.65943,"0,00 $ (CAD) par session"
AAA-611,CSP - Secondaire Mont-Bruno,"221 Boul. Clairevue Est, Saint-Bruno-de-Montarville, QC, J3V 5J3",Level2,45.533665,-73.34257,"1,00 $ (CAD) de l'heure"
AAA-10970,Ivanhoé Cambridge - Place Ste-Foy Stationnement Phase 1,"2450 Boulevard Laurier, Québec, QC, G1V 2L1",Level2,46.7748,-71.2795,"1,00 $ (CAD) de l'heure"
AAA-310,Oak Bay Municipal Hall,"2167 Oak Bay Ave, Victoria, BC, V8R 1G2",Level2,48.425923,-123.317224,"0,00 $ (CAD) de l'heure"
AAA-10237,Tsawwassen Walmart (1181),"5143 Canoe Pass Way, Delta (Tsawwassen), BC, V4M 4G8",Level2,49.042144,-123.0813,"0,00 $ (CAD) de l'heure"
AAB-13002,SQI - Stationnement Beaucours,"39 Rue Saint Louis, Québec, QC, G1R 3Z2",Level2,46.811157,-71.207654,"1,00 $ (CAD) de l'heure"
AAB-10041,EasyPark - Hornby Street,"535 Hornby Street, Vancouver, BC, V6C 2E8",Level2,49.285609,-123.117458,"0,00 $ (CAD) par session"
AAA-11170,P-3744 Jean-Brillant,"3744 Rue Jean-Brillant, Montréal, QC, H3T 1P1",Level2,45.495237,-73.621813,"1,00 $ (CAD) de l'heure"
AAA-045,FLO - Usine AddÉnergie,"533 Avenue de la Montagne, Shawinigan, QC, G9N 0A3",Level2,46.561736,-72.77434,"0,00 $ (CAD) par session"
AAA-10534,BDR St-Lambert,"8 Riverside, Saint Lambert, QC, J4R 1A1",Level2,45.480131,-73.502005,"1,00 $ (CAD) de l'heure"
AAC-00013,Essex - Sports Complex,"60 Fairview Ave W., Essex, ON, N8M 1Y1",FastDC,42.167112,-82.816715,"15,00 $ (CAD) de l'heure"
AAA-10437,The Pen Centre Partnership with CAA Niagara,"221 Glendale Ave., St. Catherines, ON, L2T 2K9",Level2,43.135003,-79.224239,"1,50 $ (CAD) de l'heure"
AAB-12669,County of Lambton 6 - North Lambton Lodge,"39 Morris Street, Forest, ON, N0N 1J0",Level2,43.093041,-81.995053,"1,91 $ (CAD) de l'heure"
AAA-069,Ville de Joliette - Place Bourget,"37 Place Bourget Sud, Joliette, QC, J6E 5E3",Level2,46.024253,-73.440031,"1,00 $ (CAD) de l'heure"
AAB-12610,Kingston - Planning and Building Department,"1211 John Counter Blvd, Kingston, ON, K7K 6C7",Level2,44.25973,-76.508596,"0,00 $ (CAD) par session"
AAA-548,CSP - Secondaire Mont-Bruno,"221 Boul. Clairevue Est, Saint-Bruno-de-Montarville, QC, J3V 5J3",Level2,45.533665,-73.34257,"1,00 $ (CAD) de l'heure"
AAA-10599,Needs Shelburne ,"90 Ohio Rd, Shelburne, NS, B0T 0A4",Level2,43.778275,-65.338873,"1,50 $ (CAD) de l'heure"
AAB-10022,Morguard - Place Innovation Coop,"2351 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2A9",Level2,45.484169,-73.760642,"1,00 $ (CAD) de l'heure"
