ETBL_ID,ADR_ID,ADR_GENRE_ID,ADR_GENRE_FR,ADR_GENRE_EN,ADR_PRINCIPALE,ADR_CIVIQUE,ADR_MUNICIPALITE,ADR_PROVINCE,ADR_PAYS,ADR_CODE_POSTAL,ADR_PNT_SERVC_FR,ADR_PNT_SERVC_EN,ADR_PNT_SERVC_DEFAUT,ADR_LATITUDE,ADR_LONGITUDE,ADR_COMMENT_FR,ADR_COMMENT_EN
19883021,20121853,7,Exploitation,Operations,1,"3800, ch. des Allumettes",Saint-Paulin,Québec,Canada,J0K3G0,,,1,46.44442,-73.042881,,
19883192,91601282,7,Exploitation,Operations,1,"Club Kilomètre-Zéro, 550, rue St-Louis",La Tuque,Québec,Canada,G9X2X4,,,1,47.439437,-72.782538,,
19883291,28550876,7,Exploitation,Operations,1,"173, ch. du Vallon",Hébertville,Québec,Canada,G8N1M5,Sommet du Mont-Lac-Vert,Sommet du Mont-Lac-Vert,1,48.355985,-71.611096,,
19883291,500007197,7,Exploitation,Operations,1,"Km 221.5, rte 175 S.",Laterrière,Québec,Canada,,Accès Laterrière,Laterrière Acces,0,48.162866,-71.134095,,
19883982,,,,,,,,,,,,,,,,,
19884264,19884299,7,Exploitation,Operations,1,"15, rue du Boisé-des-Franciscaines",Rigaud,Québec,Canada,J0P1P0,Chalet d'accueil - Parc Chartier-de-Lotbinière,Chalet d'accueil - Parc Chartier-de-Lotbinière,1,45.476008,-74.2981638,,
19884377,500005701,7,Exploitation,Operations,1,"321, de la Commune O., local 300",Montréal,Québec,Canada,H2Y2E1,,,1,45.500698,-73.553653,,
19884846,,,,,,,,,,,,,,,,,
19884982,19885004,7,Exploitation,Operations,1,"968, av. du Phare O. C.P.132",Matane,Québec,Canada,G4W3N1,Phare de Matane,Phare de Matane,1,48.850095,-67.54781,,
19916801,19916887,7,Exploitation,Operations,1,"304, chemin Big Hill",Les Îles-de-la-Madeleine,Québec,Canada,G4T1Z2,,,1,47.276551,-61.698501,,
19924502,89806232,7,Exploitation,Operations,1,"1002, av. J.-A.-Bombardier",Valcourt,Québec,Canada,J0E2L0,,,1,45.493691,-72.311225,,
19931282,19931355,7,Exploitation,Operations,1,"495, rte de la Mer",Sainte-Flavie,Québec,Canada,G0J2L0,,,1,48.609448,-68.232934,,
19931521,19931555,7,Exploitation,Operations,1,"243, rte 265",Notre-Dame-de-Lourdes,Québec,Canada,G0S1T0,,,1,46.321326,-71.826864,,
19931976,19931996,7,Exploitation,Operations,1,"438, rte Bateau-Passeur (route 138 )",Tadoussac,Québec,Canada,G0T2A0,,,1,48.142744,-69.723624,,
19932829,362437916,209089734,Lieu de l'événement,Site of event,1,"175, avenue du Président Kennedy",Montréal,Québec,Canada,H2X0A3,Agora des Sciences UQAM,Agora des Sciences UQAM,1,45.50955,-73.569136,Autres lieux &agrave; Montr&eacute;al,Other locations in Montr&eacute;al
19956845,19956874,7,Exploitation,Operations,1,"1000, rte 170",Saint-Siméon,Québec,Canada,G0T1X0,,,1,47.893643,-69.989699,,
20045319,104052156,7,Exploitation,Operations,1,"Canyon Ste-Anne, 206 rte 138 E.",Beaupré,Québec,Canada,G0A1E0,,,1,47.063325,-70.866923,,
20119667,,,,,,,,,,,,,,,,,
20134127,20134142,7,Exploitation,Operations,1,"140, 6e Rang E. C.P. 35",Biencourt,Québec,Canada,G0K1T0,,,1,47.981499,-68.560094,,
20143456,101835465,209089734,Lieu de l'événement,Site of event,1,"901, Av. du Parc",Laval,Québec,Canada,H7E2T7,Centre de la nature,Centre de la nature,1,45.605478,-73.66178,,
20367465,20367650,7,Exploitation,Operations,1,"249, ch. du Golf E.",Saint-Charles-Borromée,Québec,Canada,J6E8L1,,,1,46.047695,-73.441629,,
20701404,45238266,7,Exploitation,Operations,1,Île-des-Moulins,Terrebonne,Québec,Canada,J6W1E5,,,1,45.692682,-73.63773,,
20861228,20861440,7,Exploitation,Operations,1,"44, côte du Palais",Québec,Québec,Canada,G1R4H8,,,1,46.814508,-71.210787,,
20863458,20863578,7,Exploitation,Operations,1,"100, ch. de Kandahar",Mont-Tremblant,Québec,Canada,J8E1E2,,,1,46.212775,-74.587608,,
20865769,121187936,7,Exploitation,Operations,1,,,,,,Accueil Saint-Narcisse,Saint-Narcisse Registration Centre,1,48.211512,-68.51675,,
20865769,121188081,7,Exploitation,Operations,0,,,,,,Accueil Saint-Valérien,Saint-Valérien Registration Centre,0,48.200107,-68.654552,,
20865769,121188242,7,Exploitation,Operations,0,,,,,,Accueil Saint-Guy,Saint-Guy Registration Centre,0,48.055623,-68.724268,,
20874931,20889743,209089734,Lieu de l'événement,Site of event,1,"30, rue St-Olivier",Saint-Alexis-des-Monts,Québec,Canada,J0K1V0,,,1,46.462819,-73.143753,,
21084151,21084217,7,Exploitation,Operations,1,"1671, av. du Pont Nord",Alma,Québec,Canada,G8B5G2,,,1,48.581434,-71.632254,,
21896721,39589197,7,Exploitation,Operations,1,"830, boul. des Mille-Iles",Laval,Québec,Canada,H7J1E7,,,1,45.677843,-73.719993,,
22096660,22096788,7,Exploitation,Operations,1,"1900, av. Melville",Shawinigan,Québec,Canada,G9N6T8,,,1,46.534839,-72.754971,,
22111359,22111533,7,Exploitation,Operations,1,"426, ch. George-Bonnallie",Eastman,Québec,Canada,J0E1P0,,,1,45.336585,-72.27619,,
22177402,181951221,209089734,Lieu de l'événement,Site of event,1,"515, rue de la Briquette",Dégelis,Québec,Canada,G5T1B2,Place Desjardins - Centre communautaire Dégelis,Place Desjardins - Centre communautaire Dégelis,1,47.550638,-68.646988,,
22255528,,,,,,,,,,,,,,,,,
22297185,22297235,7,Exploitation,Operations,1,"1672, ch. du Village",Saint-Adolphe-d'Howard,Québec,Canada,J0T2B0,,,1,45.964997,-74.329664,,
22401343,210678704,209089734,Lieu de l'événement,Site of event,1,,Trois-Rivières,Québec,Canada,G9A2G9,Centre-ville de Trois-Rivières,Downtown Trois-Rivières,1,46.342012,-72.541801,Autres lieux &agrave; Trois-Rivi&egrave;res,Other locations in Trois-Rivi&egrave;res
22402257,22539193,209089734,Lieu de l'événement,Site of event,1,"1671, ch. Duplessis",Sherbrooke,Québec,Canada,J1H0C2,Centre Julien Ducharme,Centre Julien Ducharme,1,45.429982,-71.850162,,
22402440,22539407,209089734,Lieu de l'événement,Site of event,1,"1671, ch. Duplessis",Sherbrooke,Québec,Canada,J1H0C2,Centre Julien Ducharme,Julien Ducharme Centre,1,45.43171,-71.853614,,
22594118,22594284,7,Exploitation,Operations,1,"2825, ch. Sainte-Foy",Québec,Québec,Canada,G1V1W1,,,1,46.7792131,-71.3033891,,
23001902,23002461,7,Exploitation,Operations,1,"640, rte Dublin",Inverness,Québec,Canada,G0S1K0,,,1,46.290517,-71.591938,,
23003161,248543031,209089734,Lieu de l'événement,Site of event,1,"10, rue Sherbrooke O.",Montréal,Québec,Canada,H2X4C9,Hôtel 10,Hôtel 10,1,45.512066,-73.569462,,
23013805,50113079,209089734,Lieu de l'événement,Site of event,1,,Clarendon,Québec,Canada,J0X2Y0,,,1,45.602249,-76.490532,Plusieurs municipalit&eacute;s&nbsp;dans la r&eacute;gion du Pontiac,Many municipalities in the Pontiac region
23036867,23047270,7,Exploitation,Operations,1,"100, rue Atawe",Gatineau,Québec,Canada,,Accueil,Visitors Centre,1,45.452877,-75.727537,,
23036867,500004614,7,Exploitation,Operations,1,Boul. Fournier,Gatieanu,Québec,Canada,,Plage,Beach,0,45.455179,-75.703204,,
23428862,23468527,7,Exploitation,Operations,1,"483, 2e Rang O.",Saint-Jean-Port-Joli,Québec,Canada,G0R3G0,,,1,47.171997,-70.267867,,
23429898,23430058,7,Exploitation,Operations,1,"4380, ch. du Parc",Orford,Québec,Canada,J1X7N9,,,1,45.3188899,-72.2178734,,
23483344,23483986,209089734,Lieu de l'événement,Site of event,1,,Kahnawake,Québec,Canada,J0L1B0,,,1,45.415017,-73.690424,,
23998514,114465390,7,Exploitation,Operations,1,"90, rang Rivière-Aux-Écorces",Saint-Alexis-des-Monts,Québec,Canada,J0K1V0,,,1,46.45106,-73.150771,,
24294734,24294750,7,Exploitation,Operations,1,"1040, chemin du Roy",Deschambault-Grondines,Québec,Canada,G0A1W0,Boutique de Grondines,Grondines 's Boutique,1,46.5953248,-72.1112856,,
24294734,362493944,7,Exploitation,Operations,1,"89, rue Saint-Joseph E.",Québec,Québec,Canada,G1K3A6,Boutique de Québec,Québec's boutique,0,46.812477,-71.22997,,
24472414,223729505,7,Exploitation,Operations,1,"400, ch. Notre-Dame S.",Duhamel-Ouest,,,,,,1,47.313313,-79.450391,,
24474279,91909578,7,Exploitation,Operations,1,"3180, rue Principale",Saint-Ferdinand,Québec,Canada,G0N1N0,,,1,46.125956,-71.580167,,
24475117,24475634,7,Exploitation,Operations,1,"41, 6e Rue",Rouyn-Noranda,Québec,Canada,J9X1Y8,,,1,48.246376,-79.015485,,
24514051,24655301,7,Exploitation,Operations,1,"41, rue des Pilotes",Les Escoumins,Québec,Canada,G0T1K0,,,1,48.319506,-69.413086,,
24757039,214524022,207849054,Départ,Boarding point,1,,,,,,Shawinigan,Shawinigan,1,46.53527,-72.758793,,
24915329,24918957,7,Exploitation,Operations,1,"110, ch. de l'Albatros",Mont-Tremblant,Québec,Canada,J8E1S1,,,1,46.205843,-74.58541,,
24919148,24919202,7,Exploitation,Operations,1,"8630, montée Ryan",Mont-Tremblant,Québec,Canada,J8E1S5,,,1,46.205843,-74.58541,,
25055644,342374913,7,Exploitation,Operations,1,"29A, boul. St-Joseph",Lachine,Québec,Canada,H8S2K9,Centre-ville,Centre-ville,1,45.482849,-73.581365,,
25232276,240135068,207849054,Départ,Boarding point,1,"1010, Promenade des Anciens",Havre-Saint-Pierre,Québec,Canada,G0G1P0,Portail Pélagie Cormier,Havre-Saint-Pierre,1,50.237051,-63.605997,,
25656270,108859797,209089734,Lieu de l'événement,Site of event,1,Rue Notre-Dame O.,Thetford Mines,Québec,Canada,G6G1J4,Centre-Ville,Downtown,1,46.089668,-71.301689,,
26168910,38771538,7,Exploitation,Operations,1,"2172, boul. de Grande-Grève",Gaspé,Québec,Canada,G4X6L6,,,1,48.8275,-64.3003325,,
26186687,26186949,7,Exploitation,Operations,1,"7175, boul. Wilfrid-Hamel",Québec,Québec,Canada,G2G1B6,,,1,46.784447,-71.361634,,
26189476,26190192,7,Exploitation,Operations,1,"1, rue Front",Gatineau,Québec,Canada,J9H4W8,,,1,45.3949992,-75.8545931,,
26346890,26347079,7,Exploitation,Operations,1,"967, montée Dalton",Gatineau,Québec,Canada,J8R3C5,,,1,45.552322,-75.596361,,
26861516,26862571,209089734,Lieu de l'événement,Site of event,1,"345, ch. Stagecoach",Brome,Québec,Canada,J0E1K0,,,1,45.190934,-72.565499,,
26898451,26899144,209089734,Lieu de l'événement,Site of event,1,"599, chemin des Patriotes",Saint-Denis-sur-Richelieu,Québec,Canada,J0H1K0,Parc des Patriotes,Parc des Patriotes,1,45.785454,-73.159624,,
26899981,26900995,209089734,Lieu de l'événement,Site of event,1,"1760, av. Gilles-Villeneuve",Trois-Rivières,Québec,Canada,G9A5K8,Parc de l'Exposition,Parc de l'Exposition,1,46.349105,-72.558775,,
28132365,102290326,209089734,Lieu de l'événement,Site of event,1,,Gatineau,Québec,Canada,J9H6J2,Parc des Cèdres,Parc des Cèdres,1,45.397229,-75.858705,,
28140684,160745067,209089734,Lieu de l'événement,Site of event,1,,Gaspé,Québec,Canada,G4X1E1,Centre-ville,Downtown,1,48.829535,-64.483759,,
28406285,28406701,7,Exploitation,Operations,1,"500, Petit rang",Saint-Félicien,Québec,Canada,,,,1,48.591472,-72.499964,,
28409907,28410201,7,Exploitation,Operations,1,"500, Petit rang C.P 32",Saint-Félicien,Québec,Canada,G8K2P8,,,1,48.596926,-72.490947,,
28596486,28596756,7,Exploitation,Operations,1,"831, boul. de l'Ange-Gardien N. Suite 101",L'Assomption,Québec,Canada,J5W1P5,,,1,45.838614,-73.413958,,
28606814,,,,,,,,,,,,,,,,,
28616066,34643718,7,Exploitation,Operations,1,"100, Place du Commerce",Matagami,Québec,Canada,J0Y2A0,Centre de la vie active,Centre de la vie active,1,49.758612,-77.624281,,
28625159,134015951,7,Exploitation,Operations,1,"7900, boul. du Curé-Labelle",Labelle,Québec,Canada,J0T1H0,Bureau d'accueil touristique de Labelle,Bureau d'accueil touristique de Labelle,1,46.28048,-74.737511,,
28626015,35515310,7,Exploitation,Operations,1,"78, ch. Panorama",Chute-Saint-Philippe,Québec,Canada,J0W1A0,,,1,46.635781,-75.190348,,
28693321,28701649,7,Exploitation,Operations,1,"539, ch. St-Bernard",Mont-Tremblant,Québec,Canada,J8E1T4,,,1,46.181067,-74.5694771,,
28711135,28711347,7,Exploitation,Operations,1,"3550, ch. des Trembles",Saint-Paulin,Québec,Canada,J0K3G0,,,1,46.450381,-73.004025,,
28766306,91989953,7,Exploitation,Operations,1,"3565, ch. du Lac-Legault",Sainte-Lucie-des-Laurentides,Québec,Canada,J0T2J0,,,1,46.1561,-74.195365,,
28770971,28771264,7,Exploitation,Operations,1,"8082, ch. du Lac-Morgan",Rawdon,Québec,Canada,J0K1S0,,,1,46.139372,-73.738547,,
29292673,127841606,7,Exploitation,Operations,1,"45C, ch. du Sous-Bois",Mont-Saint-Grégoire,Québec,Canada,J0J1K0,,,1,45.352334,-73.153249,,
29773874,29774481,7,Exploitation,Operations,1,"85, rang de la Côte-Double",Sainte-Angèle-de-Monnoir,Québec,Canada,J0L1P0,,,1,45.405117,-73.071533,,
29866288,29866901,7,Exploitation,Operations,1,"100, ch. Belley",Saint-Henri-de-Taillon,Québec,Canada,G0W2X0,,,1,48.6425269,-71.8069218,,
29871634,29872073,7,Exploitation,Operations,1,"8, ch. de la Plage",Saint-Gédéon,Québec,Canada,G0W2P0,,,1,48.494318,-71.787608,,
29874634,29875423,7,Exploitation,Operations,1,"2202, rue Ouiatchouan",Mashteuiatsh,Québec,Canada,G0W2H0,,,1,48.581604,-72.249945,,
29880507,29881503,7,Exploitation,Operations,1,boul. Gilman,Chibougamau,Québec,Canada,G8P1Y7,,,1,49.910931,-74.356688,,
30001997,30004665,7,Exploitation,Operations,1,"3553, St-Dominique",Saguenay,Québec,Canada,G7X7V6,,,1,48.359076,-71.300003,,
30013686,60269762,7,Exploitation,Operations,1,"600, 10e Chemin",Métabetchouan-Lac-à-la-Croix,Québec,Canada,G8G1P1,,,1,48.472603,-71.812419,,
30016005,30016469,7,Exploitation,Operations,1,"3293, rue Victoria",Lac-Mégantic,Québec,Canada,G6B1R8,,,1,45.57928,-70.896583,,
30277934,30278814,7,Exploitation,Operations,1,"140, des Érables",Saint-Alphonse-de-Granby,Québec,Canada,J0E2A0,,,1,45.344002,-72.770987,,
30520026,30520329,7,Exploitation,Operations,1,"158, ch. J.-Cyrille-Bureau",Lambton,Québec,Canada,G0M1H0,,,1,45.891454,-71.13391,,
30807637,30809798,7,Exploitation,Operations,1,"44, chaussée des Écossais",Québec,Québec,Canada,G1R4H3,,,1,46.812706,-71.210452,,
31861265,139207095,7,Exploitation,Operations,1,"398, ch. du Canal",Montréal,Québec,Canada,H8S4L9,,,1,45.428413,-73.678123,,
32106092,32106263,7,Exploitation,Operations,1,"816, Entrée S. rte 138",Port-Cartier,Québec,Canada,G5B2G7,,,1,50.022405,-66.90071,,
32110465,32110903,7,Exploitation,Operations,1,Base militaire de Valcartier Édifice 658,Courcelette,Québec,Canada,G0A4Z0,,,1,46.87516,-71.4839,,
32116752,91990720,7,Exploitation,Operations,1,Intersection chemin de la réserve et boul. Barette,Saguenay,Québec,Canada,,,,1,48.413294,-71.107957,,
32122922,32123392,7,Exploitation,Operations,1,"200, rue Laviolette",Trois-Rivières,Québec,Canada,G9A6L5,,,1,46.344698,-72.540027,,
32284696,91603237,7,Exploitation,Operations,1,,La Tuque,,,,,,1,47.440823,-72.781464,,
32812320,32852374,7,Exploitation,Operations,1,"305, rte 281 S.",Armagh,Québec,Canada,G0R1A0,,,1,46.730176,-70.565304,,
32876793,32878987,7,Exploitation,Operations,1,"891, ch. Narrow Fitch Bay",Canton de Stanstead,Québec,Canada,J0B3E0,,,1,45.086106,-72.190518,,
33106398,105133987,7,Exploitation,Operations,0,,,,,,Point d'embarquement - Rimouski-Est,Boarding point - Rimouski-Est,1,48.478434,-68.512876,,
33145613,105140205,207849054,Départ,Boarding point,1,,Kamouraska,,,,Quai de Kamouraska,Kamouraska Wharf,1,47.562859,-69.874849,,
33584465,33585676,7,Exploitation,Operations,1,"317, boul. Ste-Sophie",Sainte-Sophie,Québec,Canada,J5J2V1,,,1,45.8362204,-73.8455787,,
33596920,33597223,7,Exploitation,Operations,1,"42, rte 237 N.",Frelighsburg,Québec,Canada,J0J1C0,,,1,45.063906,-72.852221,,
33600265,33601756,7,Exploitation,Operations,1,"5, rue Ste-Anne Ouest",Ville-Marie,Québec,Canada,J9V2B8,,,1,47.329923,-79.443769,,
33629179,33630053,7,Exploitation,Operations,1,"1150, rang de la Montagne",Saint-Paul-d'Abbotsford,Québec,Canada,J0E1A0,,,1,45.458393,-72.887797,,
33643870,111494050,7,Exploitation,Operations,1,"777, rte 139",Saint-Théodore-d'Acton,Québec,Canada,J0H1Z0,,,1,45.703437,-72.545362,,
33706051,33706293,7,Exploitation,Operations,1,"675, ch. de la Beauce",Beauharnois,Québec,Canada,J6N3B8,,,1,45.293552,-73.841866,,
33718600,33720507,7,Exploitation,Operations,1,"65, av. Morel",Kamouraska,Québec,Canada,G0L1M0,,,1,47.566069,-69.867343,,
33878856,145406103,7,Exploitation,Operations,1,"116, rue Notre-Dame",Oka,Québec,Canada,J0N1E0,,,1,45.463062,-74.0836044,,
33899239,33900406,7,Exploitation,Operations,1,"3734, rue Principale",Dunham,Québec,Canada,J0E1M0,,,1,45.13335,-72.800912,,
33903591,33904262,7,Exploitation,Operations,1,"991, ch. des Îles",Lévis,Québec,Canada,G6C1B5,,,1,46.734504,-71.137688,,
33913020,33913511,7,Exploitation,Operations,1,"149, ch. Pointe-Basse",Les Îles-de-la-Madeleine,Québec,Canada,G4T5H7,,,1,47.395967,-61.801087,,
33915089,33915372,7,Exploitation,Operations,1,"479, rue des Bourgault",Saint-Jean-Port-Joli,Québec,Canada,G0R3G0,,,1,47.191961,-70.273381,,
34008531,34008968,7,Exploitation,Operations,1,"1523, ch. d'Ayer's Cliff",Magog,Québec,Canada,J1X7Z9,,,1,45.236527,-72.135424,,
34013333,34013760,7,Exploitation,Operations,1,"813, rue St-Édouard",Saint-Urbain,Québec,Canada,G0A4K0,,,1,47.55549,-70.536638,,
34017982,34018451,7,Exploitation,Operations,1,"133, ch. du Vide",Sainte-Angèle-de-Monnoir,Québec,Canada,J0L1P0,,,1,45.403926,-73.109058,,
34019881,34020564,7,Exploitation,Operations,1,"260, rang Bas-St-Jacques",Saint-Elzéar,Québec,Canada,G0S2J1,,,1,46.415024,-71.073834,,
34024844,34025094,7,Exploitation,Operations,1,"37, rang St-Joseph",Notre-Dame-de-Lorette,Québec,Canada,G0W1B0,,,1,49.069575,-72.311112,,
34031029,198451904,209089734,Lieu de l'événement,Site of event,1,"5, rue Pagé",Rigaud,Québec,Canada,J0P1P0,Parc Chartier-de Lotbinière,Parc Chartier-de Lotbinière,1,45.4774019,-74.2958531,Autre lieu &agrave; Rigaud,Other location in Rigaud
34471193,34480141,7,Exploitation,Operations,1,"1216, rue Principale C.P. 117",Duhamel,Québec,Canada,J0V1G0,,,1,46.0080967,-75.0915862,,
34607401,34607706,7,Exploitation,Operations,1,"1000, ch. du Plan-Bouchard",Blainville,Québec,Canada,J7C3S9,,,1,45.6805417,-73.8736826,,
34760408,34764310,209089734,Lieu de l'événement,Site of event,1,"167, avenue Murdoch",Rouyn-Noranda,Québec,Canada,J9X1E3,,,1,48.246727,-79.016883,Plusieurs lieux dans la ville de Rouyn-Noranda,Several&nbsp;locations in the town of Rouyn-Noranda
34765340,34765559,7,Exploitation,Operations,1,"1590, av. Laurier E.",Montréal,Québec,Canada,H2J1H9,,,1,45.5350361,-73.5823275,,
34779636,34780557,7,Exploitation,Operations,1,"2321, rang Grand St-Pierre",Sainte-Élisabeth,Québec,Canada,J0K2J0,,,1,46.140626,-73.354915,,
34908209,146869475,7,Exploitation,Operations,1,"2347, rue de l'Église",Val-David,Québec,Canada,J0T2N0,,,1,46.027303,-74.211539,,
35515166,35517006,7,Exploitation,Operations,1,"286, ch. Coulombe L'Étang-du-Nord",Les Îles-de-la-Madeleine,Québec,Canada,G4T3V5,,,1,47.348672,-61.949494,,
35648702,35649377,7,Exploitation,Operations,1,"141, rte de la Mer",Sainte-Flavie,Québec,Canada,G0J2L0,,,1,48.593137,-68.269553,,
36141599,36142272,7,Exploitation,Operations,1,"1090, rue Valiquette",Sainte-Adèle,Québec,Canada,J8B2M3,,,1,45.951187,-74.135969,,
36287458,36288609,209089734,Lieu de l'événement,Site of event,1,"226, rue Principale",Saint-Sauveur,Québec,Canada,J0R1R0,Parc Georges-Filion,Parc Georges Filion,1,45.89553,-74.157556,,
36362710,36363281,7,Exploitation,Operations,1,"255, rte Principale",Val-des-Monts,Québec,Canada,J8N4B7,,,1,45.636789,-75.796198,,
36368134,36370955,7,Exploitation,Operations,1,"285, ch. des Pères",Magog,Québec,Canada,J1X7Z1,,,1,45.276217,-72.203614,,
38512273,107154465,7,Exploitation,Operations,1,"5196, rue de la Savane",Montréal,Québec,Canada,H4P2M8,,,1,45.499415,-73.658105,,
38769551,38769657,7,Exploitation,Operations,1,"2058, rang Versailles",Saint-Côme,Québec,Canada,J0K2B0,,,1,46.271245,-73.783386,,
38788704,258800029,7,Exploitation,Operations,1,"999, rang 10 N.",Saint-Edmond-les-Plaines,Québec,Canada,G0W2M0,,,1,48.900157,-72.536299,,
39524032,500006044,7,Exploitation,Operations,1,"100, rue du Quai St-André",Québec,Québec,Canada,G1K8E4,Parcours Noël / Hiver en Nouvelle-France,Christmas Tour / Winter in New-France,0,46.817329,-71.205454,,
39524032,272342832,207849054,Départ,Boarding point,1,"Morrin Centre, 44, rue de la Chaussée des Écossais",Québec,Québec,Canada,G1R4H3,Parcours Crimes en Nouvelle-France,Crimes en Nouvelle-France Tours,1,46.8129099,-71.210557,,
39524032,272344662,207849054,Départ,Boarding point,1,"Parc Montmorency, Vieux-Québec",Québec,Québec,Canada,,Parcours Légendes et Superstitions,Légendes et Superstitions Tours,0,46.813762,-71.204764,,
39524032,272347454,207849124,Billetterie,Ticket office,1,"12, rue Ste-Anne",Québec,Québec,Canada,G1R3X2,Billetterie,Ticket office,0,46.8129757,-71.2053146,,
39549709,39549922,7,Exploitation,Operations,1,"164, ch. de la Pépinière",Trécesson,Québec,Canada,J0Y2S0,,,1,48.572444,-78.255304,,
39606888,39607247,7,Exploitation,Operations,0,,Gaspé,,,,,,1,48.829408,-64.482497,,
40051861,40052438,7,Exploitation,Operations,1,"1870, boul. Maloney E.",Gatineau,Québec,Canada,J8R3Z4,,,1,45.507872,-75.54378,,
40442745,365735955,7,Exploitation,Operations,1,"1682, avenue du Pont Nord",Alma,Québec,Canada,G8B5G3,Tourisme Alma Lac-Saint-Jean,Tourisme Alma Lac-Saint-Jean,1,48.580623,-71.631054,,
40459046,40459368,7,Exploitation,Operations,1,"210, rue Principale",Fortierville,Québec,Canada,G0S1J0,,,1,46.4869574,-72.0309865,,
41093229,41093324,7,Exploitation,Operations,1,"2152, ch. St-Joseph",Saguenay,Québec,Canada,G7B3P3,,,1,48.366781,-70.880026,,
41227059,116457946,209089734,Lieu de l'événement,Site of event,1,"1430, rue de Bleury",Montréal,Québec,Canada,,Cinéma Impérial,Cinéma Impérial,1,45.506421,-73.5673,Autres lieux &agrave; Montr&eacute;al,Other locations in Montr&eacute;al
41234850,380104702,209089734,Lieu de l'événement,Site of event,1,"543, rue du Pont",Mont-Laurier,Québec,Canada,J9L0A4,Espace Théâtre Muni-Spec,Espace Théâtre Muni-Spec,1,46.553151,-75.500043,,
42011500,86682167,7,Exploitation,Operations,1,"39, ch. de la Montagne-Noire",Ripon,Québec,Canada,J0V1V0,,,1,45.790915,-75.207444,,
42099756,500005585,209089734,Lieu de l'événement,Site of event,1,"1201, boul. Saint-Laurent",Montréal,Québec,Canada,H2X2S6,SAT - Société des arts technologiques,SAT - Société des arts technologiques,1,45.509531,-73.562803,Autres lieux &agrave; Montr&eacute;al,Others location in Montr&eacute;al
42252251,111488365,7,Exploitation,Operations,1,"717, boul. Louis XIV",Québec,Québec,Canada,G1H4M9,,,1,46.859342,-71.273056,,
42486152,42486527,7,Exploitation,Operations,1,"1010, ch. de la Traverse",Saint-Raymond,Québec,Canada,G3L3C4,,,1,46.839499,-71.760555,,
42580924,42581284,7,Exploitation,Operations,1,"5, rte 137",Sainte-Cécile-de-Milton,Québec,Canada,J0E2C0,,,1,45.482023,-72.759082,,
42665791,42666013,7,Exploitation,Operations,1,"Palais des Congrès de Montréal, 1001, place Jean-Paul-Riopelle local 135",Montréal,Québec,Canada,H2Z1M2,,,1,45.504753,-73.559775,,
42846472,42847212,7,Exploitation,Operations,1,"827, ch. de la Carrière",Brownsburg-Chatham,Québec,Canada,J8G1K7,,,1,45.692849,-74.515554,,
42927020,42927479,7,Exploitation,Operations,1,"12751, rue Notre-Dame O.",Trois-Rivières,Québec,Canada,G9B7Y6,,,1,46.296331,-72.617286,,
43551011,43551356,7,Exploitation,Operations,1,"197, av. Champlain",Saint-Armand,Québec,Canada,J0J1N0,,,1,45.040007,-73.077332,,
43568384,43569231,7,Exploitation,Operations,1,"8, rue Marcotte",Sainte-Anne-de-la-Pérade,Québec,Canada,G0X2J0,,,1,46.5722337,-72.204117,,
43594859,43594915,7,Exploitation,Operations,1,"Quartier DIX30, 9250, boul. Leduc Local 05",Brossard,Québec,Canada,J4Y0B3,,,1,45.443275,-73.436066,,
43849868,,,,,,,,,,,,,,,,,
43860643,43860878,7,Exploitation,Operations,1,"550, boul. Vachon N.",Sainte-Marie,Québec,Canada,G6E1M1,,,1,46.4457167,-71.0266042,,
43896539,43896592,7,Exploitation,Operations,1,"46, boul. de Bromont",Bromont,Québec,Canada,J2L2K3,,,1,45.327828,-72.648655,,
43897250,43897303,7,Exploitation,Operations,1,"901, rue Principale",Granby,Québec,Canada,J2G2Z5,,,1,45.414456,-72.753597,,
43907104,43907177,7,Exploitation,Operations,1,"56, ch. du Mont La Réserve",Saint-Donat,Québec,Canada,J0T2C0,,,1,46.286572,-74.181436,,
44120148,44120243,7,Exploitation,Operations,1,"876, ch. de la Baie",Rigaud,Québec,Canada,J0P1P0,,,1,45.50268,-74.342552,,
44126517,44126758,207849054,Départ,Boarding point,1,"12, rue Ste-Anne",Québec,Québec,Canada,G1R3X2,Centre Infotouriste de Québec,Centre Infotouriste de Québec,1,46.813004,-71.205301,,
44126748,44127647,7,Exploitation,Operations,1,"3422, boul. de la Grande-Baie Sud Route 170",Saguenay,Québec,Canada,G7B1G4,Boutique Accommodation des 21,Boutique Accommodation des 21,1,48.317323,-70.852633,,
44136878,44137374,7,Exploitation,Operations,1,"1226, rang Notre-Dame",Saint-Raymond,Québec,Canada,G3L1N4,,,1,46.912886,-71.809794,,
44315268,44315335,7,Exploitation,Operations,1,"2450, rang St-Pierre",Saint-Ignace-de-Loyola,Québec,Canada,J0K2P0,,,1,46.111755,-73.075609,,
44400690,54268213,7,Exploitation,Operations,1,"190, ch. Périgny",L'Anse-Saint-Jean,Québec,Canada,G0V1J0,,,1,48.168592,-70.375496,,
44639838,44640302,7,Exploitation,Operations,1,"2805, boul. Perrot",Notre-Dame-de-l'Île-Perrot,Québec,Canada,J7V8P4,,,1,45.3520646,-73.9530554,,
