ETBL_ID,ADR_ID,ADR_GENRE_ID,ADR_GENRE_FR,ADR_GENRE_EN,ADR_PRINCIPALE,ADR_CIVIQUE,ADR_MUNICIPALITE,ADR_PROVINCE,ADR_PAYS,ADR_CODE_POSTAL,ADR_PNT_SERVC_FR,ADR_PNT_SERVC_EN,ADR_PNT_SERVC_DEFAUT,ADR_LATITUDE,ADR_LONGITUDE,ADR_COMMENT_FR,ADR_COMMENT_EN
429289,2019747,7,Exploitation,Operations,1,"1, av. du Casino",Montréal,Québec,Canada,H3C4W7,,,1,45.505898,-73.526147,,
429298,98519689,209089734,Lieu de l'événement,Site of event,1,,Montréal,Québec,Canada,H2X3X5,Quartier des spectacles,Quartier des spectacles,1,45.507396,-73.567234,,
429479,98531954,209089734,Lieu de l'événement,Site of event,1,Chemin du Tour de l'isle,Montréal,Québec,Canada,H3C4W7,Parc Jean-Drapeau,Parc Jean-Drapeau,1,45.512753,-73.534524,,
429487,98518828,209089734,Lieu de l'événement,Site of event,1,,Montréal,Québec,Canada,H2X2A3,Quartier des spectacles,Quartier des spectacles,1,45.507371,-73.567182,,
429705,101837772,207849054,Départ,Boarding point,1,240 chemin du Quai,Les Îles-de-la-Madeleine,Québec,Canada,G4T1J4,Cap-aux-Meules,Cap-aux-Meules,1,47.380459,-61.853886,,
429705,101838057,207849054,Départ,Boarding point,1,"200, rue de la Commune O.",Montréal,Québec,Canada,H2Y4B2,Montréal - Terminal des croisières,Montréal,0,45.495759,-73.546901,,
429885,356261996,209089734,Lieu de l'événement,Site of event,1,,Québec,Québec,Canada,,Place George-V,Place George-V,1,46.806614,-71.214939,Plusieurs autres lieux &agrave; Qu&eacute;bec,Many other locations in Qu&eacute;bec City
429975,1599445,7,Exploitation,Operations,1,"10018, av. Royale",Sainte-Anne-de-Beaupré,Québec,Canada,G0A3C0,,,1,47.024595,-70.92845,,
430024,24718271,7,Exploitation,Operations,1,"183, rue Richelieu",La Malbaie,Québec,Canada,G5A1X8,,,1,47.621533,-70.144702,,
430123,1436039,209089734,Lieu de l'événement,Site of event,1,"1655, boul. Base de Roc",Joliette,Québec,Canada,J6E0L1,Amphithéâtre Fernand-Lindsay,Fernand-Lindsay Amphitheatre,1,46.006704,-73.415766,,
430161,219700668,209089734,Lieu de l'événement,Site of event,1,"917, route 222",Maricourt,Québec,Canada,J0E1Y0,Circuit Yvon-Duhamel,Circuit Yvon-Duhamel,1,45.556528,-72.321865,,
430226,99604368,7,Exploitation,Operations,1,,,,,,Centre de découverte et de services - Mont-Albert,Discovery and Services Centre - Mont Albert,1,48.947453,-66.122639,,
430256,1270594,7,Exploitation,Operations,1,"600, ch. du Hibou",Stoneham-et-Tewkesbury,Québec,Canada,G3C1T3,,,1,47.027016,-71.38294,,
431359,1439917,209089734,Lieu de l'événement,Site of event,1,"285, rue Gary-Carter",Montréal,Québec,Canada,H2R2W1,Stade IGA,IGA Stadium,1,45.532581,-73.627715,,
431391,1270526,7,Exploitation,Operations,1,"2000, boul. Beau Pré",Beaupré,Québec,Canada,G0A1E0,,,1,47.074031,-70.904474,,
431459,104208768,7,Exploitation,Operations,1,,,,,,Accueil Saint-Mathieu-du-Parc,Saint-Mathieu-du-Parc Visitors Centre,1,46.651464,-72.974898,,
431634,2769861,7,Exploitation,Operations,1,"1010, prom. des Anciens",Havre-Saint-Pierre,Québec,Canada,G0G1P0,Centre d'accueil et d'interprétation,Reception and Interpretation Center,1,50.23683,-63.606324,,
431634,2770607,7,Exploitation,Operations,0,"625, rue du Centre",Longue-Pointe-de-Mingan,Québec,Canada,G0G1V0,Centre d'accueil et d'interprétation,Reception and Interpretation Center,0,50.307166,-64.048274,,
431840,1439376,209089734,Lieu de l'événement,Site of event,1,"5, ch. de l' Aéroport",Saint-Jean-sur-Richelieu,Québec,Canada,J3B7B5,,,1,45.298751,-73.279892,,
431915,123261141,209089734,Lieu de l'événement,Site of event,1,,Gatineau,Québec,Canada,J8X3W1,Parc Jacques-Cartier,Parc Jacques-Cartier,1,45.441915,-75.707733,Autres lieux &agrave; Ottawa,Other locations in&nbsp;Ottawa
431923,151525022,209089734,Lieu de l'événement,Site of event,1,"701, rue Cabot",Saguenay,Québec,Canada,G7G1E4,Parc de la Colline (secteur Nord),Parc de la Colline (secteur Nord),1,48.448897,-71.068961,,
432038,192272579,209089734,Lieu de l'événement,Site of event,1,"4380, Chemin du Parc",Orford,Québec,Canada,J1X7N9,Station de ski du Mont-Orford,Station de ski du Mont-Orford,1,45.317642,-72.221274,Autres lieux &agrave; Magog et Orford,Other locations in Magog and Orford
432094,1263254,7,Exploitation,Operations,1,"4380, ch. du Parc C.P. 10",Orford,Québec,Canada,J1X7N9,,,1,45.317642,-72.221274,,
432105,104179988,7,Exploitation,Operations,0,,,,,,Centre d'accueil Anse-au-Griffon,Anse-au-Griffon Reception Centre,0,48.979935,-64.365292,,
432105,104181147,7,Exploitation,Operations,1,,,,,,Centre d'accueil Penouille,Penouille Reception Centre,1,48.856146,-64.41267,,
432105,397785405,7,Exploitation,Operations,0,,,,,,Entrée Secteur Nord,North Area Entrance,0,48.837959,-64.214766,,
432105,397785488,7,Exploitation,Operations,0,,,,,,Entrée Secteur Sud,South Area Entrance,0,48.811842,-64.263667,,
432202,1263360,7,Exploitation,Operations,1,"671, ch. Maple",Sutton,Québec,Canada,J0E2K0,,,1,45.104743,-72.561908,,
1170930,1192998,7,Exploitation,Operations,1,"160, ch. du Tour-de-l'Isle, Ile Sainte-Hélene",Montréal,Québec,Canada,H3C4G8,,,1,45.514151,-73.531559,,
1170936,1188338,7,Exploitation,Operations,1,"1920, rue Baile",Montréal,Québec,Canada,H3H2S6,,,1,45.491068,-73.578996,,
1170942,1178929,7,Exploitation,Operations,1,"Édifice Cummings, 5151, ch. Côte-Ste-Catherine",Montréal,Québec,Canada,H3W1M6,,,1,45.489016,-73.636294,,
1170948,1179067,7,Exploitation,Operations,1,"Caserne d'Youville, 335, place d' Youville",Montréal,Québec,Canada,H2Y3T1,,,1,45.501056,-73.555473,,
1170977,1179532,7,Exploitation,Operations,1,"12055, rue Grenet",Montréal,Québec,Canada,H4J2J5,,,1,45.528809,-73.714799,,
1170983,1193637,7,Exploitation,Operations,1,"Quai King-Edward, Le Vieux-Port de Montréal",Montréal,Québec,Canada,,,,1,45.505096,-73.552294,,
1170989,1193869,7,Exploitation,Operations,1,"2929, av. Jeanne-D'Arc",Montréal,Québec,Canada,H1W3W2,Musée Dufresne-Nincheri,Dufresne-Nincheri Museum,1,45.553837,-73.553893,,
1170995,1193982,7,Exploitation,Operations,1,"2050, rue Amherst",Montréal,Québec,Canada,H2L3L8,,,1,45.520362,-73.563643,,
1171025,1194233,7,Exploitation,Operations,1,"2146, place Dublin",Montréal,Québec,Canada,H3K2A2,,,1,45.475931,-73.555988,,
1171031,22533351,7,Exploitation,Operations,1,"9675, boul. Lasalle",Montréal,Québec,Canada,H8R2N8,,,1,45.425901,-73.660004,,
1171037,1194372,7,Exploitation,Operations,1,"185, rue Ste-Catherine O.",Montréal,Québec,Canada,H2X3X5,,,1,45.507851,-73.566878,,
1171043,1194527,7,Exploitation,Operations,1,"615, av. Ste-Croix",Montréal,Québec,Canada,H4L3X6,,,1,45.511581,-73.671528,,
1171049,1194797,7,Exploitation,Operations,1,"129, rue St-Jacques",Montréal,Québec,Canada,H2Y1L6,,,1,45.504783,-73.558005,,
1171055,17768813,7,Exploitation,Operations,1,"1, ch. du Musée",Montréal,Québec,Canada,H8S4L9,,,1,45.430028,-73.666899,,
1171067,1192594,7,Exploitation,Operations,1,"1380, rue Sherbrooke O.",Montréal,Québec,Canada,H3G1J5,Pavillon Jean-Noël Desmarais,Jean-Noël Desmarais Pavillon,1,45.498514,-73.579401,,
1171074,1247278,7,Exploitation,Operations,1,"201, av. des Pins O.",Montréal,Québec,Canada,H2W1R5,,,1,45.513548,-73.577293,,
1171080,1195034,7,Exploitation,Operations,1,"1001, rue Lenoir local E-206",Montréal,Québec,Canada,H4C2Z6,,,1,45.4766,-73.592173,,
1171102,1247661,7,Exploitation,Operations,1,"280, rue Notre-Dame E.",Montréal,Québec,Canada,H2Y1C5,,,1,45.508739,-73.553259,,
1171128,1195608,7,Exploitation,Operations,1,"690, rue Sherbrooke O.",Montréal,Québec,Canada,H3A1E9,,,1,45.504373,-73.573574,,
1171134,1195690,7,Exploitation,Operations,1,"859, rue Sherbrooke O.",Montréal,Québec,Canada,H3A0C4,,,1,45.504481,-73.577584,,
1171152,15650072,7,Exploitation,Operations,1,"Fort de l'île Sainte-Hélène, 20, ch. du Tour-De-L'Isle",Montréal,Québec,Canada,H3C0K7,,,1,45.518927,-73.537172,,
1171160,1195923,7,Exploitation,Operations,1,"350, place Royale",Montréal,Québec,Canada,H2Y3Y5,Site principal,Main location,1,45.503061,-73.554486,,
1171160,263614575,7,Exploitation,Operations,0,"165, place d'Youville",Montréal,Québec,Canada,H2Y2B3,Maison-des-Marins,Mariners House,0,45.502928,-73.554407,,
1171172,272306397,7,Exploitation,Operations,1,"10865, rue du Pressoir",Montréal,Québec,Canada,H2B2L1,,,1,45.575959,-73.659539,,
1171201,1196213,7,Exploitation,Operations,1,"1017, 3e Avenue",Québec,Québec,Canada,G1L2X3,,,1,46.826677,-71.230048,,
1171207,1259620,7,Exploitation,Operations,1,"9269, av. Royale",Sainte-Anne-de-Beaupré,Québec,Canada,G0A3C0,,,1,47.015631,-70.950516,,
1171264,12351570,7,Exploitation,Operations,1,"7976, av. Royale",Château-Richer,Québec,Canada,G0A1N0,,,1,46.969034,-71.018617,,
1171295,15769094,7,Exploitation,Operations,1,"1, côte de la Citadelle",Québec,Québec,Canada,G1R3R2,,,1,46.80735,-71.207171,,
1171301,1196719,7,Exploitation,Operations,1,"7450, boul. Ste-Anne",Château-Richer,Québec,Canada,G0A1N0,,,1,46.952225,-71.04308,,
1171335,1196750,7,Exploitation,Operations,1,"2141, ch. St-Louis",Québec,Québec,Canada,G1T1P9,,,1,46.776203,-71.253319,,
1171347,1196878,7,Exploitation,Operations,1,"7330, ch. Royal",Saint-Laurent-de-l'Île-d'Orléans,Québec,Canada,G0A3Z0,,,1,46.863256,-71.037315,,
1171353,12006395,7,Exploitation,Operations,1,"1045, rue des Parlementaires",Québec,Québec,Canada,G1A1A3,,,1,46.808843,-71.213881,,
1171359,1196996,7,Exploitation,Operations,1,"8, rue Vallière",Québec,Québec,Canada,G1K1M8,,,1,46.815715,-71.214828,,
1171377,1197100,7,Exploitation,Operations,1,"600, av. Royale",Québec,Québec,Canada,G1E7G3,,,1,46.85944,-71.1924,,
1171389,1197132,7,Exploitation,Operations,1,"2320, ch. du Foulon",Québec,Québec,Canada,G1T1X4,,,1,46.768482,-71.257967,,
1171395,1197191,7,Exploitation,Operations,1,"7655, ch. Samuel",Québec,Québec,Canada,G1H7H4,,,1,46.860616,-71.266777,,
1171413,1206332,7,Exploitation,Operations,1,"82, Grande Allée O.",Québec,Québec,Canada,G1R2G6,,,1,46.802454,-71.223481,,
1171419,1206348,7,Exploitation,Operations,1,"1435, rue Provancher",Québec,Québec,Canada,G1Y1R9,,,1,46.7509163,-71.3437194,,
1171431,1206425,7,Exploitation,Operations,1,"109, rue de Chavigny",Deschambault-Grondines,Québec,Canada,G0A1S0,,,1,46.627011,-71.987164,,
1171437,1247955,7,Exploitation,Operations,1,"7960, boul. Henri-Bourassa",Québec,Québec,Canada,G1H3G3,,,1,46.86205,-71.267208,,
1171481,1206883,7,Exploitation,Operations,1,"2, côte de la Fabrique",Québec,Québec,Canada,G1R3V6,,,1,46.814128,-71.206574,,
1171499,1207089,7,Exploitation,Operations,1,"85, rue Dalhousie",Québec,Québec,Canada,G1K8R2,,,1,46.815422,-71.201813,,
1171508,371315805,7,Exploitation,Operations,1,"77, rue des Remparts",Québec,Québec,Canada,G1R0C3,Entrée principale,Main entrance,1,46.815699,-71.211743,,
1171508,371319934,7,Exploitation,Operations,1,"32, rue Charlevoix",Québec,Québec,Canada,G1R5C4,Entrée piétonne,Pedestrian entrance,0,46.81519,-71.209919,,
1171522,1207392,7,Exploitation,Operations,1,"10, rue Ste-Anne",Québec,Québec,Canada,G1R4S7,,,1,46.813062,-71.205201,,
1171532,1193118,7,Exploitation,Operations,1,"179, rue Grande Allée O.",Québec,Québec,Canada,G1R2H1,Entrée principale,Main Entrance,1,46.800969,-71.225027,,
1171550,1207562,7,Exploitation,Operations,1,"170, rue Dalhousie",Québec,Québec,Canada,G1K8M7,,,1,46.81859,-71.199981,,
1171556,1207586,7,Exploitation,Operations,1,"120, ch. de la Chalouperie",Saint-Laurent-de-l'Île-d'Orléans,Québec,Canada,G0A3Z0,,,1,46.859105,-71.014005,,
1171574,1207789,7,Exploitation,Operations,1,"117, rue St-Joseph",Deschambault-Grondines,Québec,Canada,G0A1S0,,,1,46.648331,-71.927072,,
1171580,1207811,7,Exploitation,Operations,1,"1563, ch. St-Louis",Québec,Québec,Canada,G1S1G1,,,1,46.788123,-71.247363,,
1171586,1224395,7,Exploitation,Operations,1,"600, rue Principale",La Sarre,Québec,Canada,J9Z2A1,,,1,48.793107,-79.2051,,
1171592,1224409,7,Exploitation,Operations,1,"5, rue Principale S. C.P. 296",Notre-Dame-du-Nord,Québec,Canada,J0Z3B0,,,1,47.593028,-79.483743,,
1171610,1224464,7,Exploitation,Operations,1,"339, rte 111",La Corne,Québec,Canada,J0Y1R0,,,1,48.356255,-77.996151,,
1171616,1224616,7,Exploitation,Operations,1,"269, Chemin du Rang 2 (Route 111)",Authier,Québec,Canada,J0Z1C0,,,1,48.749063,-78.874242,,
1171622,1224741,7,Exploitation,Operations,1,"7, rue Notre-Dame-De-Lourdes",Ville-Marie,Québec,Canada,J9V1X7,,,1,47.331854,-79.43975,,
1171628,1224842,7,Exploitation,Operations,1,"191, av. du Lac C.P. 242",Rouyn-Noranda,Québec,Canada,J9X5C3,,,1,48.239371,-79.016075,,
1171634,12847224,7,Exploitation,Operations,1,"932, rue Principale N.",Guérin,Québec,Canada,J0Z2E0,,,1,47.659707,-79.314083,,
1171646,1225901,7,Exploitation,Operations,1,"449, rte 111",Saint-Marc-de-Figuery,Québec,Canada,J0Y1J0,,,1,48.472836,-78.046038,,
1171652,1225966,7,Exploitation,Operations,1,"650, rue de la Paix",Malartic,Québec,Canada,J0Y1Z0,,,1,48.133457,-78.122444,,
1171664,1288150,7,Exploitation,Operations,1,"11, rue T.E.-Draper",Angliers,Québec,Canada,J0Z1A0,,,1,47.551975,-79.235157,,
1171676,1207929,7,Exploitation,Operations,1,"214A, rte 132",Rivière-Ouelle,Québec,Canada,G0L2C0,,,1,47.451806,-70.001649,,
1171682,1207965,7,Exploitation,Operations,1,"2101, ch. de l' Île",Notre-Dame-des-Sept-Douleurs,Québec,Canada,G0L1K0,,,1,48.009931,-69.452879,,
1171688,1207994,7,Exploitation,Operations,1,"81, rue Caldwell",Témiscouata-sur-le-Lac,Québec,Canada,G0L1E0,,,1,47.6883446,-68.8981727,,
1171700,1208017,7,Exploitation,Operations,1,"2, rte 132 E.",Saint-Denis-De La Bouteillerie,Québec,Canada,G0L2R0,,,1,47.503163,-69.937452,,
1171712,1208022,7,Exploitation,Operations,1,"129, rte 132 E.",Saint-André,Québec,Canada,G0L2H0,,,1,47.698061,-69.693497,,
1171726,1208063,7,Exploitation,Operations,1,"168, rue Notre-Dame E.",Trois-Pistoles,Québec,Canada,G0L4K0,,,1,48.126933,-69.171954,,
1171777,1208147,7,Exploitation,Operations,1,"32, rue Fraser , C.P. 473",Rivière-du-Loup,Québec,Canada,G5R3Z1,,,1,47.840728,-69.539029,,
1171801,1208700,7,Exploitation,Operations,1,"69, av. Morel",Kamouraska,Québec,Canada,G0L1M0,,,1,47.566253,-69.867999,,
1171807,1208726,7,Exploitation,Operations,1,"1000, rue du Phare",Rimouski,Québec,Canada,G5M1L8,,,1,48.516928,-68.470085,,
1171813,1208787,7,Exploitation,Operations,1,"300, rue St-Pierre",Rivière-du-Loup,Québec,Canada,G5R3V3,,,1,47.829048,-69.545458,,
1171819,1208846,7,Exploitation,Operations,1,1534 ch. de l'Île,Notre-Dame-des-Sept-Douleurs,Québec,Canada,G0L1K0,,,1,48.031408,-69.419463,,
1171825,1208900,7,Exploitation,Operations,1,"2448, rue Commerciale Sud",Témiscouata-sur-le-Lac,Québec,Canada,G0L1X0,,,1,47.609687,-68.785398,,
1171837,18138602,7,Exploitation,Operations,1,"100, 4e Avenue",La Pocatière,Québec,Canada,G0R1Z0,,,1,47.367739,-70.040857,,
1171843,1209006,7,Exploitation,Operations,1,"35, rue St-Germain O.",Rimouski,Québec,Canada,G5L4B4,,,1,48.450454,-68.52918,,
1171862,1209129,7,Exploitation,Operations,1,"2802, ch. du Phare, Ile Verte",Notre-Dame-des-Sept-Douleurs,Québec,Canada,G0L1K0,,,1,48.050883,-69.42367,,
1171868,1209167,7,Exploitation,Operations,1,"205, av. Morel",Kamouraska,Québec,Canada,G0L1M0,,,1,47.547858,-69.882294,,
1171874,55335601,7,Exploitation,Operations,1,"707, boul. du Rivage",Rimouski,Québec,Canada,G5L7L3,,,1,48.484095,-68.495046,,
1171880,1209329,7,Exploitation,Operations,1,"189, rte du Parc",Notre-Dame-des-Bois,Québec,Canada,J0B2E0,,,1,45.423259,-71.125944,,
1171898,1209688,7,Exploitation,Operations,1,"5, rue Belmont",Richmond,Québec,Canada,J0B2H0,,,1,45.656787,-72.148997,,
1171904,1209720,7,Exploitation,Operations,1,"275, rue Dufferin",Sherbrooke,Québec,Canada,J1H4M5,,,1,45.405717,-71.894896,,
1171922,16443254,7,Exploitation,Operations,1,"301, rte du Morne",Lac-Drolet,Québec,Canada,G0Y1C0,,,1,45.752074,-70.919752,,
1171928,1210273,7,Exploitation,Operations,1,"5800, ch. Capelton (rte 108)",North Hatley,Québec,Canada,J0B2C0,,,1,45.302531,-71.931288,,
1171947,1210311,7,Exploitation,Operations,1,"96, rue de l'Union",Coaticook,Québec,Canada,J1A1Y9,,,1,45.130566,-71.807717,,
1171953,1210359,7,Exploitation,Operations,1,"535, rue Dufferin",Stanstead,Québec,Canada,J0B3E0,,,1,45.016231,-72.093781,,
1171959,1210392,7,Exploitation,Operations,1,"374, rte 253",Cookshire-Eaton,Québec,Canada,J0B1M0,,,1,45.364511,-71.59785,,
1171965,1210444,7,Exploitation,Operations,1,"1161, rte 243",Melbourne,Québec,Canada,J0B2B0,,,1,45.647426,-72.142214,,
1171971,1210554,7,Exploitation,Operations,1,"2, rue River",Stanbridge East,Québec,Canada,J0J2H0,,,1,45.121097,-72.915147,,
1171977,1210651,7,Exploitation,Operations,1,"241, rue Dufferin",Sherbrooke,Québec,Canada,J1H4M3,,,1,45.405221,-71.894552,,
1171989,1893391,7,Exploitation,Operations,1,"32, rue Principale S.",Sutton,Québec,Canada,J0E2K0,,,1,45.10491,-72.615209,,
1172001,13879743,7,Exploitation,Operations,1,"225, rue Frontenac",Sherbrooke,Québec,Canada,J1H1K1,,,1,45.403281,-71.895739,,
1172007,1224462,7,Exploitation,Operations,1,"11, ch. du Village",Saint-Venant-de-Paquette,Québec,Canada,J0B1S0,,,1,45.125225,-71.462772,,
1172013,1224471,7,Exploitation,Operations,1,"130, rue Lakeside",Lac-Brome,Québec,Canada,J0E1V0,,,1,45.219408,-72.508559,,
1172019,1224524,7,Exploitation,Operations,1,"1001, av. J.-A.-Bombardier",Valcourt,Québec,Canada,J0E2L0,,,1,45.495187,-72.307602,,
1172025,1224599,7,Exploitation,Operations,1,"130, rue de la Cathédrale",Sherbrooke,Québec,Canada,J1H4M1,,,1,45.402181,-71.893552,,
1172049,1224889,7,Exploitation,Operations,1,"9, rue Speid",Sherbrooke,Québec,Canada,J1M1R9,,,1,45.368806,-71.859193,,
1172055,1224960,7,Exploitation,Operations,1,"856, ch. de Stratford",Stratford,Québec,Canada,G0Y1P0,,,1,45.809098,-71.324146,,
1172113,1225022,7,Exploitation,Operations,1,"305, rue de l' Église",Les Éboulements,Québec,Canada,G0A3Y0,,,1,47.456759,-70.363075,,
1172139,1225066,7,Exploitation,Operations,1,"1167, boul. Mgr-De Laval",Baie-Saint-Paul,Québec,Canada,G3Z2W7,,,1,47.472544,-70.531038,,
1172151,1225069,7,Exploitation,Operations,1,"58, rue St-Jean-Baptiste",Baie-Saint-Paul,Québec,Canada,G3Z1L9,,,1,47.44316,-70.507346,,
1172171,1225796,7,Exploitation,Operations,1,"2042, rte du Fleuve",Les Éboulements,Québec,Canada,G0A2M0,,,1,47.51301,-70.387207,,
1172183,1225910,7,Exploitation,Operations,1,"36, ch. du Moulin",L'Isle-aux-Coudres,Québec,Canada,G0A1X0,,,1,47.373197,-70.399783,,
1172195,1225997,7,Exploitation,Operations,1,"10, ch. du Havre",La Malbaie,Québec,Canada,G5A2Y8,,,1,47.631256,-70.141717,,
1172212,1226643,7,Exploitation,Operations,1,"1922, ch. des Coudriers",L'Isle-aux-Coudres,Québec,Canada,G0A1X0,,,1,47.369384,-70.412428,,
1172235,2590099,7,Exploitation,Operations,1,"304, rue Félix-Antoine-Savard",Les Éboulements,Québec,Canada,G0A3Y0,,,1,47.457606,-70.363798,,
1172278,1228372,7,Exploitation,Operations,1,"397, rue Jean-Marie Rousseau",Vallée-Jonction,Québec,Canada,G0S3J0,,,1,46.370681,-70.922348,,
1172301,1228381,7,Exploitation,Operations,1,"155, rue Commerciale",Saint-Damien-de-Buckland,Québec,Canada,G0R2Y0,,,1,46.624515,-70.659149,,
1172307,79857140,7,Exploitation,Operations,1,"7015, rte de Pointe Platon",Sainte-Croix,Québec,Canada,G0S2H0,,,1,46.650575,-71.828639,,
1172339,1229432,7,Exploitation,Operations,1,"6, rue du Mont-Marie",Lévis,Québec,Canada,G6V1V9,Maison Alphonse-Desjardins,Maison Alphonse-Desjardins,1,46.809702,-71.182244,,
1172339,390353021,7,Exploitation,Operations,1,"59, avenue Bégin",Lévis,Québec,Canada,G6V4C3,Édifice Desjardins,Édifice Desjardins,0,46.80837,-71.181269,,
1172355,1229760,7,Exploitation,Operations,1,"640, rue Notre-Dame S.",Sainte-Marie,Québec,Canada,G6E2W4,,,1,46.431364,-71.0136,,
1172369,1229912,7,Exploitation,Operations,1,"383, av.Rose-Anna-Giroux",Sainte-Marie,Québec,Canada,G6E3X5,,,1,46.439714,-71.020828,,
1172383,1230298,7,Exploitation,Operations,1,"143, rue St-Jean-Baptiste E.",Montmagny,Québec,Canada,G5V1K4,,,1,46.981073,-70.558548,,
1172389,1230379,7,Exploitation,Operations,1,"301, boul. Taché E.",Montmagny,Québec,Canada,G5V1C5,,,1,46.985113,-70.547269,,
1172407,1230626,7,Exploitation,Operations,1,"2, rte du Fleuve",Beaumont,Québec,Canada,G0R1C0,,,1,46.8542842,-70.9505406,,
1172415,1230680,7,Exploitation,Operations,1,rang St-Francois,Lotbinière,Québec,Canada,G0S1S0,,,1,46.554628,-71.970104,,
1172421,1230721,7,Exploitation,Operations,1,"1080, rte du Président-Kennedy",Saint-Côme-Linière,Québec,Canada,G0M1J0,,,1,46.061097,-70.543369,,
1172427,18245797,7,Exploitation,Operations,1,"250, 18e Rue étage 4",Saint-Georges,Québec,Canada,G5Y4S9,,,1,46.117514,-70.673611,,
1172435,1231554,7,Exploitation,Operations,1,"332, av. de Gaspé O.",Saint-Jean-Port-Joli,Québec,Canada,G0R3G0,,,1,47.194063,-70.287071,,
1172468,1232035,7,Exploitation,Operations,1,"55, ch. des Pionniers E.",L'Islet,Québec,Canada,G0R2B0,,,1,47.127834,-70.371873,,
1172481,1232285,7,Exploitation,Operations,1,"139, rue Ste-Christine bureau 200",Saint-Joseph-de-Beauce,Québec,Canada,G0S2V0,,,1,46.310991,-70.881887,,
1172493,23484732,7,Exploitation,Operations,1,"711, boul. Frontenac O.",Thetford Mines,Québec,Canada,G6G7Y8,Musée minéralogique et minier,Musée minéralogique et minier,1,46.096032,-71.325864,,
1172493,392658184,7,Exploitation,Operations,0,"240, rue Bennett Ouest",Thetford Mines,Québec,Canada,G6G2R4,Centre historique de la mine King |KB3,Centre historique de la mine King (KB3),0,46.088696,-71.300072,,
1172505,1232796,7,Exploitation,Operations,1,"525, rte de la Seigneurie",Saint-Roch-des-Aulnaies,Québec,Canada,G0R4E0,,,1,47.315437,-70.144112,,
1172562,1227481,7,Exploitation,Operations,1,"957, rue de la Berge",Havre-Saint-Pierre,Québec,Canada,G0G1P0,,,1,50.237475,-63.608501,,
1172568,1227664,7,Exploitation,Operations,1,"32, ch. d' En-Haut",Natashquan,Québec,Canada,G0G2E0,,,1,50.181607,-61.820135,,
1172580,1227955,7,Exploitation,Operations,1,"378, rue du Bord de la Mer",Longue-Pointe-de-Mingan,Québec,Canada,G0G1V0,,,1,50.266889,-64.141581,,
1172586,12928221,7,Exploitation,Operations,1,"1, rue des Olympiades C.P. 160, Port-Menier",L'Île-d'Anticosti,Québec,Canada,G0G2Y0,,,1,49.818104,-64.353219,,
1172610,1228423,7,Exploitation,Operations,1,"500, boul. Laure",Sept-Îles,Québec,Canada,G4R1X7,,,1,50.213878,-66.3754,,
1172616,1228483,7,Exploitation,Operations,1,"Église de Notre-Dame-de-Lourdes, 1 rue Deslauriers C.P. 100",Blanc-Sablon,Québec,Canada,G0G1W0,,,1,51.4120675,-57.203036,,
1172622,1228574,7,Exploitation,Operations,1,"290, boul. des Montagnais",Sept-Îles,Québec,Canada,G4R5R2,,,1,50.227869,-66.392306,,
1172628,1228825,7,Exploitation,Operations,1,rue Shimun,Sept-Îles,Québec,Canada,G4R5R7,,,1,50.225287,-66.403452,,
1172634,1228847,7,Exploitation,Operations,1,"1564, boul. Jacques-Cartier",Mont-Joli,Québec,Canada,G5H2V8,,,1,48.586956,-68.189292,,
1172755,1229457,7,Exploitation,Operations,1,"75, ch. de la Plage",Chandler,Québec,Canada,G0C2J0,,,1,48.321539,-64.704205,,
1172771,1229851,7,Exploitation,Operations,1,"231, rte de Miguasha O.",Nouvelle,Québec,Canada,G0C2E0,,,1,48.107467,-66.352486,,
1172788,11356657,7,Exploitation,Operations,1,"1, rue du Quai",Sainte-Anne-des-Monts,Québec,Canada,G4V2B6,,,1,49.131482,-66.487711,,
1172808,1230257,7,Exploitation,Operations,1,"578, boul. du Griffon C.P. 37",Gaspé,Québec,Canada,G4X6A4,,,1,48.932763,-64.303158,,
1172822,1230314,7,Exploitation,Operations,1,"95, av. Port-Royal",Bonaventure,Québec,Canada,G0C1E0,,,1,48.044779,-65.491905,,
1172830,1230371,7,Exploitation,Operations,1,"80, boul. de Gaspé",Gaspé,Québec,Canada,G4X1A9,,,1,48.836482,-64.474467,,
1172848,1230523,7,Exploitation,Operations,1,"145, route 132 O.",Percé,Québec,Canada,G0C2L0,,,1,48.521781,-64.212214,,
1172854,1230566,7,Exploitation,Operations,1,"968, av. du Phare O.",Matane,Québec,Canada,G4W1V7,,,1,48.849967,-67.548748,,
1172866,1230675,7,Exploitation,Operations,1,"783, boul. Pointe-Navarre C.P. 69",Gaspé,Québec,Canada,G4X6V2,,,1,48.872435,-64.55178,,
1172872,17880179,7,Exploitation,Operations,1,"76, rue du Banc",Paspébiac,Québec,Canada,G0C2K0,,,1,48.020905,-65.252902,,
1172878,1230800,7,Exploitation,Operations,1,"53, rue St-Jacques S.",Causapscal,Québec,Canada,G0J1J0,,,1,48.356152,-67.223935,,
1172896,1231825,7,Exploitation,Operations,1,"377, rte 199",Les Îles-de-la-Madeleine,Québec,Canada,G4T7A5,,,1,47.6187365,-61.5317464,,
1172912,1250501,7,Exploitation,Operations,1,"787, ch. Principal",Grosse-Île,Québec,Canada,G4T6B5,La Petite École Rouge,Little Red School House,1,47.570986,-61.48034,,
